pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
0,n<=128,sr<=15%,kvB<=16k,kp=0,0.1351,3
0,n<=128,sr<=15%,kvB<=1k,kp=0,0.603,4
0,n<=128,sr<=15%,kvB<=4k,kp=0,0.0061,4
0,n<=128,sr<=40%,kvB<=16k,kp=0,-0.0044,2
0,n<=128,sr<=40%,kvB<=1k,kp=0,0.7151,1
0,n<=128,sr<=40%,kvB<=4k,kp=0,0.3135,2
0,n<=128,sr<=5%,kvB<=16k,kp=0,-0.0799,7
0,n<=128,sr<=5%,kvB<=1k,kp=0,-0.0106,7
0,n<=128,sr<=5%,kvB<=4k,kp=0,0.1023,7
0,n<=128,sr<=70%,kvB<=16k,kp=0,-0.0214,1
0,n<=128,sr<=70%,kvB<=1k,kp=0,-0.1305,1
0,n<=128,sr<=70%,kvB<=4k,kp=0,-0.0315,1
0,n<=128,sr>70%,kvB<=16k,kp=0,0.2199,1
0,n<=128,sr>70%,kvB<=1k,kp=0,0.1798,3
0,n<=128,sr>70%,kvB<=4k,kp=0,0.0133,3
0,n<=16,sr<=15%,kvB<=16k,kp=0,0.1576,4
0,n<=16,sr<=15%,kvB<=1k,kp=0,0.7571,4
0,n<=16,sr<=15%,kvB<=4k,kp=0,0.2775,4
0,n<=16,sr<=40%,kvB<=16k,kp=0,0.0736,4
0,n<=16,sr<=40%,kvB<=1k,kp=0,0.3986,4
0,n<=16,sr<=40%,kvB<=4k,kp=0,0.1772,4
0,n<=16,sr<=70%,kvB<=16k,kp=0,0.0611,2
0,n<=16,sr<=70%,kvB<=1k,kp=0,0.5349,2
0,n<=16,sr<=70%,kvB<=4k,kp=0,0.0234,2
0,n<=16,sr>70%,kvB<=16k,kp=0,1.4071,4
0,n<=16,sr>70%,kvB<=1k,kp=0,1.1104,4
0,n<=16,sr>70%,kvB<=4k,kp=0,1.6043,4
0,n<=2,sr<=70%,kvB<=16k,kp=0,0.1587,2
0,n<=2,sr<=70%,kvB<=1k,kp=0,0.9311,2
0,n<=2,sr<=70%,kvB<=4k,kp=0,0.0769,2
0,n<=256,sr<=15%,kvB<=16k,kp=0,-0.4378,2
0,n<=256,sr<=15%,kvB<=1k,kp=0,-0.1274,3
0,n<=256,sr<=15%,kvB<=4k,kp=0,-0.0235,3
0,n<=256,sr<=40%,kvB<=16k,kp=0,0.2116,2
0,n<=256,sr<=40%,kvB<=1k,kp=0,0.1996,1
0,n<=256,sr<=40%,kvB<=4k,kp=0,-0.0027,1
0,n<=256,sr<=5%,kvB<=16k,kp=0,0.1153,4
0,n<=256,sr<=5%,kvB<=1k,kp=0,-0.1005,4
0,n<=256,sr<=5%,kvB<=4k,kp=0,0.0612,6
0,n<=256,sr<=70%,kvB<=16k,kp=0,0.4636,1
0,n<=256,sr<=70%,kvB<=4k,kp=0,-0.0069,1
0,n<=256,sr>70%,kvB<=16k,kp=0,0.0001,2
0,n<=256,sr>70%,kvB<=1k,kp=0,0.7411,2
0,n<=256,sr>70%,kvB<=4k,kp=0,-1.7381,3
0,n<=32,sr<=15%,kvB<=16k,kp=0,0.1423,6
0,n<=32,sr<=15%,kvB<=1k,kp=0,0.6954,6
0,n<=32,sr<=15%,kvB<=4k,kp=0,0.2589,6
0,n<=32,sr<=40%,kvB<=16k,kp=0,0.0931,2
0,n<=32,sr<=40%,kvB<=1k,kp=0,0.7186,2
0,n<=32,sr<=40%,kvB<=4k,kp=0,0.194,2
0,n<=32,sr<=5%,kvB<=16k,kp=0,0.1843,2
0,n<=32,sr<=5%,kvB<=1k,kp=0,0.5687,2
0,n<=32,sr<=5%,kvB<=4k,kp=0,0.334,2
0,n<=32,sr<=70%,kvB<=16k,kp=0,0.0924,2
0,n<=32,sr<=70%,kvB<=1k,kp=0,0.9291,2
0,n<=32,sr<=70%,kvB<=4k,kp=0,0.2301,2
0,n<=32,sr>70%,kvB<=16k,kp=0,0.1173,4
0,n<=32,sr>70%,kvB<=1k,kp=0,0.827,4
0,n<=32,sr>70%,kvB<=4k,kp=0,0.5103,4
0,n<=4,sr<=40%,kvB<=16k,kp=0,0.0624,2
0,n<=4,sr<=40%,kvB<=1k,kp=0,0.8364,3
0,n<=4,sr<=40%,kvB<=4k,kp=0,-0.0018,3
0,n<=4,sr<=70%,kvB<=16k,kp=0,0.0631,2
0,n<=4,sr<=70%,kvB<=1k,kp=0,0.7569,2
0,n<=4,sr<=70%,kvB<=4k,kp=0,0.0904,2
0,n<=4,sr>70%,kvB<=16k,kp=0,0.0753,2
0,n<=4,sr>70%,kvB<=1k,kp=0,0.5108,2
0,n<=4,sr>70%,kvB<=4k,kp=0,0.1698,2
0,n<=64,sr<=15%,kvB<=16k,kp=0,0.1393,4
0,n<=64,sr<=15%,kvB<=1k,kp=0,0.3656,3
0,n<=64,sr<=15%,kvB<=4k,kp=0,0.1111,4
0,n<=64,sr<=40%,kvB<=16k,kp=0,0.1112,2
0,n<=64,sr<=40%,kvB<=1k,kp=0,0.2017,1
0,n<=64,sr<=40%,kvB<=4k,kp=0,0.0,2
0,n<=64,sr<=5%,kvB<=16k,kp=0,0.0828,6
0,n<=64,sr<=5%,kvB<=1k,kp=0,0.2607,6
0,n<=64,sr<=5%,kvB<=4k,kp=0,0.0994,6
0,n<=64,sr<=70%,kvB<=16k,kp=0,-1.4044,2
0,n<=64,sr<=70%,kvB<=1k,kp=0,0.3899,2
0,n<=64,sr<=70%,kvB<=4k,kp=0,-0.0864,1
0,n<=64,sr>70%,kvB<=16k,kp=0,0.9409,1
0,n<=64,sr>70%,kvB<=1k,kp=0,0.6382,4
0,n<=64,sr>70%,kvB<=4k,kp=0,0.9123,1
0,n<=8,sr<=15%,kvB<=16k,kp=0,0.0223,2
0,n<=8,sr<=15%,kvB<=1k,kp=0,0.4989,2
0,n<=8,sr<=15%,kvB<=4k,kp=0,0.0843,2
0,n<=8,sr<=40%,kvB<=16k,kp=0,0.185,4
0,n<=8,sr<=40%,kvB<=1k,kp=0,0.4739,4
0,n<=8,sr<=40%,kvB<=4k,kp=0,0.3013,4
0,n<=8,sr<=70%,kvB<=16k,kp=0,0.094,2
0,n<=8,sr<=70%,kvB<=1k,kp=0,0.5319,2
0,n<=8,sr<=70%,kvB<=4k,kp=0,0.1414,2
0,n<=8,sr>70%,kvB<=16k,kp=0,1.4122,4
0,n<=8,sr>70%,kvB<=1k,kp=0,1.2125,4
0,n<=8,sr>70%,kvB<=4k,kp=0,1.8982,4
16,n<=128,sr<=15%,kvB<=16k,kp<=1k,0.0256,2
16,n<=128,sr<=15%,kvB<=16k,kp<=2k,0.0108,4
16,n<=128,sr<=15%,kvB<=16k,kp<=4k,0.2285,3
