layer,tokens,time_us
embedding,1,3.36
embedding,2,3.62667
embedding,3,3.92533
embedding,4,4.20267
embedding,5,4.38367
embedding,6,4.672
embedding,7,4.79967
embedding,8,5.06667
embedding,9,5.536
embedding,10,5.75967
embedding,11,6.048
embedding,12,6.21867
embedding,13,6.581
embedding,14,6.79467
embedding,15,7.104
embedding,16,7.296
embedding,20,2.688
embedding,24,2.71967
embedding,28,2.805
embedding,32,2.58133
embedding,36,2.837
embedding,40,2.73067
embedding,44,2.93333
embedding,48,2.69867
embedding,52,2.869
embedding,56,2.70933
embedding,60,2.84767
embedding,64,2.67733
embedding,80,2.81567
embedding,96,2.85867
embedding,112,2.87967
embedding,128,2.96567
embedding,144,3.296
embedding,160,3.36
embedding,176,3.38167
embedding,192,3.41333
embedding,208,3.37033
embedding,224,3.41333
embedding,240,3.456
embedding,256,3.53067
embedding,272,3.776
embedding,288,3.84
embedding,304,3.77667
embedding,320,3.808
embedding,336,3.84
embedding,352,3.904
embedding,368,3.95633
embedding,384,3.95767
embedding,400,4.26733
embedding,416,4.30933
embedding,432,4.416
embedding,448,4.39467
embedding,464,4.37333
embedding,480,4.448
embedding,496,4.416
embedding,512,4.45833
embedding,528,4.49067
embedding,544,4.78933
embedding,560,4.91733
embedding,576,4.98133
embedding,592,4.93867
embedding,608,4.97067
embedding,624,4.96033
embedding,640,5.00267
embedding,656,5.03433
embedding,672,5.08867
embedding,688,5.18433
embedding,704,5.17333
embedding,720,5.16267
embedding,736,5.16267
embedding,752,5.23733
embedding,768,5.18433
embedding,784,5.23733
embedding,800,5.152
embedding,816,5.31233
embedding,832,5.312
embedding,848,5.31167
embedding,864,5.27967
embedding,880,5.29067
embedding,896,5.387
embedding,912,5.408
embedding,928,5.42933
embedding,944,5.461
embedding,960,5.41833
embedding,976,5.49333
embedding,992,5.64233
embedding,1008,5.696
embedding,1024,5.67467
embedding,1040,5.68533
embedding,1056,5.845
embedding,1072,6.01567
embedding,1088,6.112
embedding,1104,6.13367
embedding,1120,6.23
embedding,1136,6.229
embedding,1152,6.13367
embedding,1168,6.272
embedding,1184,6.21867
embedding,1200,6.47467
embedding,1216,6.54967
embedding,1232,6.39933
embedding,1248,6.34633
embedding,1264,6.432
embedding,1280,6.37867
embedding,1296,6.46367
embedding,1312,6.51733
embedding,1328,6.443
embedding,1344,6.474
embedding,1360,6.51767
embedding,1376,6.56067
embedding,1392,6.507
embedding,1408,6.64567
embedding,1424,6.41033
embedding,1440,6.592
embedding,1456,6.49633
embedding,1472,6.46367
embedding,1488,6.57167
embedding,1504,6.731
embedding,1520,6.709
embedding,1536,7.01867
embedding,1552,6.901
embedding,1568,6.79467
embedding,1584,6.83767
embedding,1600,6.86933
embedding,1616,6.89067
embedding,1632,6.816
embedding,1648,7.104
embedding,1664,7.05067
embedding,1680,7.02933
embedding,1696,6.98667
embedding,1712,7.029
embedding,1728,7.28567
embedding,1744,7.14733
embedding,1760,7.019
embedding,1776,7.14633
embedding,1792,7.17933
embedding,1808,7.28567
embedding,1824,7.392
embedding,1840,7.28567
embedding,1856,7.36
embedding,1872,7.48767
embedding,1888,7.45633
embedding,1904,7.43433
embedding,1920,7.44567
embedding,1936,7.73333
embedding,1952,7.60533
embedding,1968,7.56267
embedding,1984,7.66933
embedding,2000,7.851
embedding,2016,7.66933
embedding,2032,7.71167
embedding,2048,7.66967
embedding,2064,7.77633
embedding,2080,7.81867
embedding,2096,7.81867
embedding,2112,7.98967
embedding,2128,8
embedding,2144,8.11767
embedding,2160,8.13867
embedding,2176,8.053
embedding,2192,8.224
embedding,2208,8.181
embedding,2224,8.117
embedding,2240,8.21333
embedding,2256,8.128
embedding,2272,8.25633
embedding,2288,8.18133
embedding,2304,8.33033
embedding,2320,8.28833
embedding,2336,8.34133
embedding,2352,8.26667
embedding,2368,8.35167
embedding,2384,8.416
embedding,2400,8.33067
embedding,2416,8.39533
embedding,2432,8.394
embedding,2448,8.68267
embedding,2464,8.71433
embedding,2480,8.74667
embedding,2496,8.78933
embedding,2512,8.79967
embedding,2528,8.885
embedding,2544,8.77867
embedding,2560,8.84267
embedding,2576,8.896
embedding,2592,8.92767
embedding,2608,8.87467
embedding,2624,8.87467
embedding,2640,8.843
embedding,2656,8.981
embedding,2672,9.024
embedding,2688,9.02433
embedding,2704,9.14133
embedding,2720,9.33367
embedding,2736,9.184
embedding,2752,9.14133
embedding,2768,9.18433
embedding,2784,9.152
embedding,2800,9.10933
embedding,2816,9.16267
embedding,2832,9.31233
embedding,2848,9.30133
embedding,2864,9.525
embedding,2880,9.40867
embedding,2896,9.36533
embedding,2912,9.419
embedding,2928,9.37667
embedding,2944,9.39767
embedding,2960,9.48267
embedding,2976,9.46167
embedding,2992,9.43
embedding,3008,9.6
embedding,3024,9.568
embedding,3040,9.55733
embedding,3056,9.62133
embedding,3072,9.84533
embedding,3088,9.81333
embedding,3104,9.792
embedding,3120,9.69633
embedding,3136,9.792
embedding,3152,10.0057
embedding,3168,9.96267
embedding,3184,10.2297
embedding,3200,10.0797
embedding,3216,10.1763
embedding,3232,10.4107
embedding,3248,10.0477
embedding,3264,10.155
embedding,3280,10.4213
embedding,3296,10.6987
embedding,3312,10.3893
embedding,3328,10.464
embedding,3344,10.4317
embedding,3360,10.3893
embedding,3376,10.496
embedding,3392,10.464
embedding,3408,10.3467
embedding,3424,10.4747
embedding,3440,10.5597
embedding,3456,10.5817
embedding,3472,10.624
embedding,3488,10.6457
embedding,3504,10.6027
embedding,3520,10.7093
embedding,3536,10.6987
embedding,3552,10.688
embedding,3568,10.688
embedding,3584,10.7627
embedding,3600,10.773
embedding,3616,10.9547
embedding,3632,10.8697
embedding,3648,10.901
embedding,3664,10.912
embedding,3680,10.891
embedding,3696,10.9333
embedding,3712,11.0293
embedding,3728,10.9867
embedding,3744,11.0187
embedding,3760,10.9977
embedding,3776,11.1783
embedding,3792,10.9983
embedding,3808,11.05
embedding,3824,11.2
embedding,3840,11.0933
embedding,3856,11.1363
embedding,3872,11.125
embedding,3888,11.4453
embedding,3904,11.3603
embedding,3920,11.4027
embedding,3936,11.2747
embedding,3952,11.435
embedding,3968,11.648
embedding,3984,11.381
embedding,4000,11.4453
embedding,4016,11.6693
embedding,4032,11.67
embedding,4048,11.52
embedding,4064,11.5413
embedding,4080,11.563
embedding,4096,11.6377
embedding,4112,11.6367
embedding,4128,11.712
embedding,4144,11.509
embedding,4160,11.787
embedding,4176,11.7863
embedding,4192,11.67
embedding,4208,11.8507
embedding,4224,11.8613
embedding,4240,11.8933
embedding,4256,11.904
embedding,4272,12.1067
embedding,4288,11.9897
embedding,4304,12.1067
embedding,4320,12.2347
embedding,4336,12.288
embedding,4352,12.096
embedding,4368,12.1497
embedding,4384,12.1707
embedding,4400,12.299
embedding,4416,12.2563
embedding,4432,12.2887
embedding,4448,12.2453
embedding,4464,12.2457
embedding,4480,12.758
embedding,4496,12.4693
embedding,4512,12.6933
embedding,4528,12.523
embedding,4544,12.576
embedding,4560,12.4803
embedding,4576,12.4793
embedding,4592,12.5013
embedding,4608,12.5973
embedding,4624,12.768
embedding,4640,12.8217
embedding,4656,12.7147
embedding,4672,12.8
embedding,4688,12.7573
embedding,4704,12.8853
embedding,4720,12.832
embedding,4736,12.9507
embedding,4752,13.0233
embedding,4768,13.024
embedding,4784,13.0557
embedding,4800,13.248
embedding,4816,13.0983
embedding,4832,13.1303
embedding,4848,13.2157
embedding,4864,13.195
