pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
0,n<=128,sr<=15%,kvB<=16k,kp=0,0.0899,4
0,n<=128,sr<=15%,kvB<=1k,kp=0,0.5502,4
0,n<=128,sr<=15%,kvB<=32k,kp=0,0.0843,2
0,n<=128,sr<=15%,kvB<=4k,kp=0,0.1354,4
0,n<=128,sr<=40%,kvB<=16k,kp=0,0.142,2
0,n<=128,sr<=40%,kvB<=1k,kp=0,0.4309,2
0,n<=128,sr<=40%,kvB<=32k,kp=0,0.1201,1
0,n<=128,sr<=40%,kvB<=4k,kp=0,0.2347,2
0,n<=128,sr<=5%,kvB<=16k,kp=0,0.1098,8
0,n<=128,sr<=5%,kvB<=1k,kp=0,0.3561,8
0,n<=128,sr<=5%,kvB<=32k,kp=0,0.1056,4
0,n<=128,sr<=5%,kvB<=4k,kp=0,0.12,8
0,n<=128,sr<=70%,kvB<=16k,kp=0,-0.0052,2
0,n<=128,sr<=70%,kvB<=1k,kp=0,-0.0166,2
0,n<=128,sr<=70%,kvB<=32k,kp=0,-0.0101,1
0,n<=128,sr<=70%,kvB<=4k,kp=0,-0.0093,2
0,n<=128,sr>70%,kvB<=16k,kp=0,0.9491,4
0,n<=128,sr>70%,kvB<=1k,kp=0,0.8944,4
0,n<=128,sr>70%,kvB<=32k,kp=0,0.9511,2
0,n<=128,sr>70%,kvB<=4k,kp=0,0.9005,4
0,n<=16,sr<=15%,kvB<=16k,kp=0,0.144,4
0,n<=16,sr<=15%,kvB<=1k,kp=0,0.7996,4
0,n<=16,sr<=15%,kvB<=32k,kp=0,0.1893,2
0,n<=16,sr<=15%,kvB<=4k,kp=0,0.043,4
0,n<=16,sr<=40%,kvB<=16k,kp=0,0.5401,4
0,n<=16,sr<=40%,kvB<=1k,kp=0,0.6825,4
0,n<=16,sr<=40%,kvB<=32k,kp=0,0.4591,2
0,n<=16,sr<=40%,kvB<=4k,kp=0,0.5396,4
0,n<=16,sr<=70%,kvB<=16k,kp=0,0.0514,2
0,n<=16,sr<=70%,kvB<=1k,kp=0,0.5997,2
0,n<=16,sr<=70%,kvB<=32k,kp=0,0.0586,1
0,n<=16,sr<=70%,kvB<=4k,kp=0,-0.2842,2
0,n<=16,sr>70%,kvB<=16k,kp=0,2.8208,4
0,n<=16,sr>70%,kvB<=1k,kp=0,0.8822,2
0,n<=16,sr>70%,kvB<=32k,kp=0,2.3987,2
0,n<=16,sr>70%,kvB<=4k,kp=0,2.9678,4
0,n<=2,sr<=70%,kvB<=16k,kp=0,-0.0161,2
0,n<=2,sr<=70%,kvB<=1k,kp=0,0.8884,2
0,n<=2,sr<=70%,kvB<=32k,kp=0,0.0687,1
0,n<=2,sr<=70%,kvB<=4k,kp=0,-0.3931,2
0,n<=256,sr<=15%,kvB<=16k,kp=0,0.0306,4
0,n<=256,sr<=15%,kvB<=1k,kp=0,0.4038,4
0,n<=256,sr<=15%,kvB<=32k,kp=0,0.0315,2
0,n<=256,sr<=15%,kvB<=4k,kp=0,0.0287,4
0,n<=256,sr<=40%,kvB<=16k,kp=0,-0.005,2
0,n<=256,sr<=40%,kvB<=1k,kp=0,0.4328,2
0,n<=256,sr<=40%,kvB<=32k,kp=0,-0.0032,1
0,n<=256,sr<=40%,kvB<=4k,kp=0,-0.0043,2
0,n<=256,sr<=5%,kvB<=16k,kp=0,0.0275,8
0,n<=256,sr<=5%,kvB<=1k,kp=0,0.3076,8
0,n<=256,sr<=5%,kvB<=32k,kp=0,0.0288,4
