pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
0,n<=128,sr<=15%,kvB<=16k,kp=0,0.2037,4
0,n<=128,sr<=15%,kvB<=1k,kp=0,0.7344,4
0,n<=128,sr<=15%,kvB<=32k,kp=0,0.1867,2
0,n<=128,sr<=15%,kvB<=4k,kp=0,0.2821,4
0,n<=128,sr<=40%,kvB<=16k,kp=0,0.2016,2
0,n<=128,sr<=40%,kvB<=1k,kp=0,0.7976,2
0,n<=128,sr<=40%,kvB<=32k,kp=0,0.1772,1
0,n<=128,sr<=40%,kvB<=4k,kp=0,0.3348,2
0,n<=128,sr<=5%,kvB<=16k,kp=0,0.1853,8
0,n<=128,sr<=5%,kvB<=1k,kp=0,0.4722,8
0,n<=128,sr<=5%,kvB<=32k,kp=0,0.1756,4
0,n<=128,sr<=5%,kvB<=4k,kp=0,0.2283,8
0,n<=128,sr<=70%,kvB<=16k,kp=0,0.2811,2
0,n<=128,sr<=70%,kvB<=1k,kp=0,1.5324,2
0,n<=128,sr<=70%,kvB<=32k,kp=0,0.2276,1
0,n<=128,sr<=70%,kvB<=4k,kp=0,0.5684,2
0,n<=128,sr>70%,kvB<=16k,kp=0,0.7612,4
0,n<=128,sr>70%,kvB<=1k,kp=0,3.5556,4
0,n<=128,sr>70%,kvB<=32k,kp=0,0.5324,2
0,n<=128,sr>70%,kvB<=4k,kp=0,1.4056,4
0,n<=16,sr<=15%,kvB<=16k,kp=0,0.0965,4
0,n<=16,sr<=15%,kvB<=1k,kp=0,0.6089,4
0,n<=16,sr<=15%,kvB<=32k,kp=0,0.0244,2
0,n<=16,sr<=15%,kvB<=4k,kp=0,0.2295,4
0,n<=16,sr<=40%,kvB<=16k,kp=0,0.1285,4
0,n<=16,sr<=40%,kvB<=1k,kp=0,0.6163,4
0,n<=16,sr<=40%,kvB<=32k,kp=0,0.036,2
0,n<=16,sr<=40%,kvB<=4k,kp=0,0.439,4
0,n<=16,sr<=70%,kvB<=16k,kp=0,0.0265,2
0,n<=16,sr<=70%,kvB<=1k,kp=0,0.6365,1
0,n<=16,sr<=70%,kvB<=32k,kp=0,0.0637,1
0,n<=16,sr<=70%,kvB<=4k,kp=0,0.2825,2
0,n<=16,sr>70%,kvB<=16k,kp=0,-0.0173,4
0,n<=16,sr>70%,kvB<=1k,kp=0,0.1488,1
0,n<=16,sr>70%,kvB<=32k,kp=0,-0.0419,2
0,n<=16,sr>70%,kvB<=4k,kp=0,-0.064,3
0,n<=2,sr<=70%,kvB<=16k,kp=0,0.415,2
0,n<=2,sr<=70%,kvB<=1k,kp=0,1.0499,1
0,n<=2,sr<=70%,kvB<=32k,kp=0,0.1832,1
0,n<=2,sr<=70%,kvB<=4k,kp=0,0.5146,2
0,n<=256,sr<=15%,kvB<=16k,kp=0,0.06,4
0,n<=256,sr<=15%,kvB<=1k,kp=0,0.4324,4
0,n<=256,sr<=15%,kvB<=32k,kp=0,0.0559,2
0,n<=256,sr<=15%,kvB<=4k,kp=0,0.0903,4
0,n<=256,sr<=40%,kvB<=16k,kp=0,0.1012,2
0,n<=256,sr<=40%,kvB<=1k,kp=0,0.4201,2
0,n<=256,sr<=40%,kvB<=32k,kp=0,0.0885,1
0,n<=256,sr<=40%,kvB<=4k,kp=0,0.1944,2
0,n<=256,sr<=5%,kvB<=16k,kp=0,0.062,8
0,n<=256,sr<=5%,kvB<=1k,kp=0,0.3063,8
0,n<=256,sr<=5%,kvB<=32k,kp=0,0.0611,4
0,n<=256,sr<=5%,kvB<=4k,kp=0,0.0679,8
0,n<=256,sr<=70%,kvB<=16k,kp=0,0.0074,2
0,n<=256,sr<=70%,kvB<=1k,kp=0,-0.0849,2
0,n<=256,sr<=70%,kvB<=32k,kp=0,0.0063,1
0,n<=256,sr<=70%,kvB<=4k,kp=0,0.0069,2
0,n<=256,sr>70%,kvB<=16k,kp=0,0.5429,4
0,n<=256,sr>70%,kvB<=1k,kp=0,0.4088,4
0,n<=256,sr>70%,kvB<=32k,kp=0,0.5657,2
0,n<=256,sr>70%,kvB<=4k,kp=0,0.5486,4
0,n<=32,sr<=15%,kvB<=16k,kp=0,0.0943,6
0,n<=32,sr<=15%,kvB<=1k,kp=0,0.6415,6
0,n<=32,sr<=15%,kvB<=32k,kp=0,0.087,3
0,n<=32,sr<=15%,kvB<=4k,kp=0,-0.0208,6
0,n<=32,sr<=40%,kvB<=16k,kp=0,0.419,2
0,n<=32,sr<=40%,kvB<=1k,kp=0,0.6394,2
0,n<=32,sr<=40%,kvB<=32k,kp=0,0.3399,1
0,n<=32,sr<=40%,kvB<=4k,kp=0,0.6614,2
0,n<=32,sr<=5%,kvB<=16k,kp=0,0.2824,2
0,n<=32,sr<=5%,kvB<=1k,kp=0,0.5876,2
0,n<=32,sr<=5%,kvB<=32k,kp=0,0.2427,1
0,n<=32,sr<=5%,kvB<=4k,kp=0,0.2964,2
0,n<=32,sr<=70%,kvB<=16k,kp=0,0.0661,2
0,n<=32,sr<=70%,kvB<=1k,kp=0,0.2869,2
0,n<=32,sr<=70%,kvB<=32k,kp=0,0.0724,1
0,n<=32,sr<=70%,kvB<=4k,kp=0,0.1303,2
0,n<=32,sr>70%,kvB<=16k,kp=0,1.8308,4
0,n<=32,sr>70%,kvB<=1k,kp=0,1.5314,4
0,n<=32,sr>70%,kvB<=32k,kp=0,1.5104,2
0,n<=32,sr>70%,kvB<=4k,kp=0,2.2481,4
0,n<=4,sr<=40%,kvB<=16k,kp=0,1.2352,2
