regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
pure,2,1,0.5,4.0,0,0,128,512,320,265.6,279.618,280.317,1.0499
pure,2,1,0.5,4.0,0,0,256,1024,640,281.278,279.327,278.304,
pure,2,1,0.5,4.0,0,0,512,2048,1280,279.075,284.897,279.81,0.1262
pure,2,1,0.5,4.0,0,0,1024,4096,2560,288.511,299.65,295.425,0.6207
pure,2,1,0.5,4.0,0,0,2048,8192,5120,312.895,324.706,318.05,0.4365
pure,2,1,0.5,4.0,0,0,4096,16384,10240,340.543,345.471,341.982,0.292
pure,2,1,0.5,4.0,0,0,8192,32768,20480,355.585,377.951,359.683,0.1832
mixed,2,1,0.5,4.0,16,0,128,512,320,297.982,304.771,301.856,0.5706
mixed,2,1,0.5,4.0,16,0,256,1024,640,306.625,314.18,310.372,0.496
mixed,2,1,0.5,4.0,16,0,512,2048,1280,313.761,320.995,322.528,1.2119
mixed,2,1,0.5,4.0,16,0,1024,4096,2560,327.809,340.996,344.58,1.2718
mixed,2,1,0.5,4.0,16,0,2048,8192,5120,348.769,380.001,379.617,0.9877
mixed,2,1,0.5,4.0,16,0,4096,16384,10240,401.894,455.522,457.345,1.034
mixed,2,1,0.5,4.0,16,0,8192,32768,20480,495.845,608.42,612.833,1.0392
mixed,2,1,0.5,4.0,16,512,128,512,320,329.987,330.4,333.857,9.3705
mixed,2,1,0.5,4.0,16,512,256,1024,640,332.768,331.651,332.161,
mixed,2,1,0.5,4.0,16,512,512,2048,1280,329.697,335.712,334.788,0.8464
mixed,2,1,0.5,4.0,16,512,1024,4096,2560,343.236,352.0,357.73,1.6538
mixed,2,1,0.5,4.0,16,512,2048,8192,5120,363.934,392.002,394.079,1.074
mixed,2,1,0.5,4.0,16,512,4096,16384,10240,409.44,464.196,466.402,1.0403
mixed,2,1,0.5,4.0,16,512,8192,32768,20480,502.816,612.64,616.516,1.0353
mixed,2,1,0.5,4.0,16,1024,128,512,320,343.423,339.199,338.945,
mixed,2,1,0.5,4.0,16,1024,256,1024,640,340.324,341.823,341.477,0.7692
mixed,2,1,0.5,4.0,16,1024,512,2048,1280,345.153,338.911,337.476,
mixed,2,1,0.5,4.0,16,1024,1024,4096,2560,343.586,355.62,358.945,1.2763
mixed,2,1,0.5,4.0,16,1024,2048,8192,5120,368.162,392.545,397.567,1.206
mixed,2,1,0.5,4.0,16,1024,4096,16384,10240,409.697,464.479,470.529,1.1104
mixed,2,1,0.5,4.0,16,1024,8192,32768,20480,507.297,616.033,623.172,1.0657
mixed,2,1,0.5,4.0,16,2048,128,512,320,352.482,353.15,353.185,1.0524
mixed,2,1,0.5,4.0,16,2048,256,1024,640,354.948,352.864,350.016,
mixed,2,1,0.5,4.0,16,2048,512,2048,1280,353.539,357.407,353.664,0.0323
mixed,2,1,0.5,4.0,16,2048,1024,4096,2560,354.88,358.4,356.571,0.4804
mixed,2,1,0.5,4.0,16,2048,2048,8192,5120,367.232,392.385,397.537,1.2048
mixed,2,1,0.5,4.0,16,2048,4096,16384,10240,415.358,467.743,477.346,1.1833
mixed,2,1,0.5,4.0,16,2048,8192,32768,20480,507.524,618.341,622.594,1.0384
mixed,2,1,0.5,4.0,16,4096,128,512,320,375.393,374.781,375.2,
mixed,2,1,0.5,4.0,16,4096,256,1024,640,377.762,375.423,377.314,
mixed,2,1,0.5,4.0,16,4096,512,2048,1280,379.298,377.791,377.985,
mixed,2,1,0.5,4.0,16,4096,1024,4096,2560,379.427,379.458,376.035,-109.4194
mixed,2,1,0.5,4.0,16,4096,2048,8192,5120,380.228,399.33,395.618,0.8057
mixed,2,1,0.5,4.0,16,4096,4096,16384,10240,418.277,473.506,472.932,0.9896
mixed,2,1,0.5,4.0,16,4096,8192,32768,20480,508.0,624.004,632.161,1.0703
mixed,2,1,0.5,4.0,16,8192,128,512,320,410.723,417.505,414.115,0.5001
mixed,2,1,0.5,4.0,16,8192,256,1024,640,414.656,413.889,414.849,
mixed,2,1,0.5,4.0,16,8192,512,2048,1280,417.151,414.945,414.917,
mixed,2,1,0.5,4.0,16,8192,1024,4096,2560,454.463,421.249,458.851,
mixed,2,1,0.5,4.0,16,8192,2048,8192,5120,418.691,422.145,420.099,0.4076
mixed,2,1,0.5,4.0,16,8192,4096,16384,10240,419.711,476.739,476.93,1.0033
mixed,2,1,0.5,4.0,16,8192,8192,32768,20480,515.418,625.058,627.81,1.0251
mixed,2,1,0.5,4.0,16,16384,128,512,320,489.47,489.505,487.713,-50.2
mixed,2,1,0.5,4.0,16,16384,256,1024,640,492.9,488.639,491.074,
mixed,2,1,0.5,4.0,16,16384,512,2048,1280,488.291,489.601,491.813,2.6885
mixed,2,1,0.5,4.0,16,16384,1024,4096,2560,494.177,491.743,491.587,
mixed,2,1,0.5,4.0,16,16384,2048,8192,5120,595.489,506.209,613.89,
mixed,2,1,0.5,4.0,16,16384,4096,16384,10240,504.161,509.892,505.89,0.3017
mixed,2,1,0.5,4.0,16,16384,8192,32768,20480,517.503,629.571,632.576,1.0268
mixed,2,1,0.5,4.0,32,0,128,512,320,311.236,312.704,308.865,-1.6151
mixed,2,1,0.5,4.0,32,0,256,1024,640,313.087,320.034,321.121,1.1565
mixed,2,1,0.5,4.0,32,0,512,2048,1280,328.322,340.095,338.143,0.8342
mixed,2,1,0.5,4.0,32,0,1024,4096,2560,348.451,379.36,377.408,0.9368
mixed,2,1,0.5,4.0,32,0,2048,8192,5120,393.441,453.374,456.543,1.0529
mixed,2,1,0.5,4.0,32,0,4096,16384,10240,493.57,610.657,609.955,0.994
mixed,2,1,0.5,4.0,32,0,8192,32768,20480,685.314,918.527,917.534,0.9957
mixed,2,1,0.5,4.0,32,512,128,512,320,348.256,349.475,348.613,0.2929
mixed,2,1,0.5,4.0,32,512,256,1024,640,348.255,344.675,343.778,
mixed,2,1,0.5,4.0,32,512,512,2048,1280,347.775,364.065,362.656,0.9135
mixed,2,1,0.5,4.0,32,512,1024,4096,2560,370.72,400.865,398.373,0.9173
mixed,2,1,0.5,4.0,32,512,2048,8192,5120,418.976,473.409,479.939,1.12
mixed,2,1,0.5,4.0,32,512,4096,16384,10240,510.53,627.138,629.471,1.02
mixed,2,1,0.5,4.0,32,512,8192,32768,20480,701.372,914.531,936.26,1.1019
mixed,2,1,0.5,4.0,32,1024,128,512,320,359.778,359.81,359.297,-15.0313
mixed,2,1,0.5,4.0,32,1024,256,1024,640,375.524,382.402,370.625,-0.7123
mixed,2,1,0.5,4.0,32,1024,512,2048,1280,383.393,362.307,380.35,
mixed,2,1,0.5,4.0,32,1024,1024,4096,2560,370.658,401.57,401.858,1.0093
mixed,2,1,0.5,4.0,32,1024,2048,8192,5120,417.444,479.071,477.761,0.9787
mixed,2,1,0.5,4.0,32,1024,4096,16384,10240,516.26,625.794,634.08,1.0756
mixed,2,1,0.5,4.0,32,1024,8192,32768,20480,700.418,930.053,935.522,1.0238
mixed,2,1,0.5,4.0,32,2048,128,512,320,377.155,377.087,377.666,
mixed,2,1,0.5,4.0,32,2048,256,1024,640,377.922,379.938,379.642,0.8532
mixed,2,1,0.5,4.0,32,2048,512,2048,1280,407.519,419.007,408.704,0.1032
mixed,2,1,0.5,4.0,32,2048,1024,4096,2560,428.898,458.72,420.448,-0.2833
mixed,2,1,0.5,4.0,32,2048,2048,8192,5120,422.851,476.292,479.33,1.0568
mixed,2,1,0.5,4.0,32,2048,4096,16384,10240,513.825,628.93,631.2,1.0197
mixed,2,1,0.5,4.0,32,2048,8192,32768,20480,705.759,932.806,939.933,1.0314
mixed,2,1,0.5,4.0,32,4096,128,512,320,415.811,414.367,415.007,
mixed,2,1,0.5,4.0,32,4096,256,1024,640,416.322,416.958,414.496,-2.8711
mixed,2,1,0.5,4.0,32,4096,512,2048,1280,419.236,418.302,419.52,
mixed,2,1,0.5,4.0,32,4096,1024,4096,2560,476.227,493.379,484.004,0.4534
mixed,2,1,0.5,4.0,32,4096,2048,8192,5120,514.629,572.61,494.369,-0.3494
mixed,2,1,0.5,4.0,32,4096,4096,16384,10240,614.176,633.186,638.307,1.2694
mixed,2,1,0.5,4.0,32,4096,8192,32768,20480,707.617,932.771,939.874,1.0315
mixed,2,1,0.5,4.0,32,8192,128,512,320,490.756,491.011,493.917,12.3961
mixed,2,1,0.5,4.0,32,8192,256,1024,640,493.601,491.588,491.582,
mixed,2,1,0.5,4.0,32,8192,512,2048,1280,492.9,493.092,492.735,-0.8594
mixed,2,1,0.5,4.0,32,8192,1024,4096,2560,497.406,495.135,493.089,
mixed,2,1,0.5,4.0,32,8192,2048,8192,5120,606.404,651.709,639.522,0.731
mixed,2,1,0.5,4.0,32,8192,4096,16384,10240,692.93,806.276,654.276,-0.341
mixed,2,1,0.5,4.0,32,8192,8192,32768,20480,880.96,934.789,944.838,1.1867
mixed,2,1,0.5,4.0,32,16384,128,512,320,647.906,648.833,645.541,-2.5512
mixed,2,1,0.5,4.0,32,16384,256,1024,640,647.686,646.624,647.461,
mixed,2,1,0.5,4.0,32,16384,512,2048,1280,645.667,643.9,645.155,
mixed,2,1,0.5,4.0,32,16384,1024,4096,2560,644.963,645.575,645.666,1.1487
mixed,2,1,0.5,4.0,32,16384,2048,8192,5120,646.979,649.279,647.105,0.0548
mixed,2,1,0.5,4.0,32,16384,4096,16384,10240,865.381,962.117,952.513,0.9007
mixed,2,1,0.5,4.0,32,16384,8192,32768,20480,1039.455,1266.214,961.386,-0.3443
mixed,2,1,0.5,4.0,64,0,128,512,320,320.709,326.758,328.068,1.2166
mixed,2,1,0.5,4.0,64,0,256,1024,640,330.563,347.072,344.931,0.8703
mixed,2,1,0.5,4.0,64,0,512,2048,1280,353.729,381.988,384.038,1.0725
mixed,2,1,0.5,4.0,64,0,1024,4096,2560,402.911,459.203,458.335,0.9846
mixed,2,1,0.5,4.0,64,0,2048,8192,5120,501.248,615.427,615.587,1.0014
mixed,2,1,0.5,4.0,64,0,4096,16384,10240,691.398,922.431,927.779,1.0231
mixed,2,1,0.5,4.0,64,0,8192,32768,20480,1079.721,1534.854,1543.559,1.0191
mixed,2,1,0.5,4.0,64,512,128,512,320,375.073,375.972,377.698,2.9199
mixed,2,1,0.5,4.0,64,512,256,1024,640,376.703,388.097,389.766,1.1465
mixed,2,1,0.5,4.0,64,512,512,2048,1280,398.178,426.526,426.304,0.9922
mixed,2,1,0.5,4.0,64,512,1024,4096,2560,446.659,504.16,503.906,0.9956
mixed,2,1,0.5,4.0,64,512,2048,8192,5120,541.092,654.851,657.377,1.0222
mixed,2,1,0.5,4.0,64,512,4096,16384,10240,729.888,920.129,965.828,1.2402
mixed,2,1,0.5,4.0,64,512,8192,32768,20480,1077.829,1541.795,1542.821,1.0022
mixed,2,1,0.5,4.0,64,1024,128,512,320,395.68,400.739,398.273,0.5126
mixed,2,1,0.5,4.0,64,1024,256,1024,640,398.274,396.671,397.507,
mixed,2,1,0.5,4.0,64,1024,512,2048,1280,394.787,426.812,426.529,0.9912
mixed,2,1,0.5,4.0,64,1024,1024,4096,2560,447.073,504.995,503.395,0.9724
mixed,2,1,0.5,4.0,64,1024,2048,8192,5120,543.746,653.665,659.166,1.05
mixed,2,1,0.5,4.0,64,1024,4096,16384,10240,732.035,961.794,965.059,1.0142
mixed,2,1,0.5,4.0,64,1024,8192,32768,20480,1113.058,1539.817,1577.923,1.0893
mixed,2,1,0.5,4.0,64,2048,128,512,320,439.293,435.202,436.19,
mixed,2,1,0.5,4.0,64,2048,256,1024,640,438.303,439.712,436.576,-1.2257
mixed,2,1,0.5,4.0,64,2048,512,2048,1280,436.542,430.881,437.535,
mixed,2,1,0.5,4.0,64,2048,1024,4096,2560,446.724,504.641,502.66,0.9658
mixed,2,1,0.5,4.0,64,2048,2048,8192,5120,541.951,659.84,659.396,0.9962
mixed,2,1,0.5,4.0,64,2048,4096,16384,10240,732.383,962.273,966.754,1.0195
mixed,2,1,0.5,4.0,64,2048,8192,32768,20480,1112.739,1573.351,1580.201,1.0149
mixed,2,1,0.5,4.0,64,4096,128,512,320,514.113,513.089,511.715,
mixed,2,1,0.5,4.0,64,4096,256,1024,640,511.236,511.871,512.959,2.7134
mixed,2,1,0.5,4.0,64,4096,512,2048,1280,511.842,513.732,511.846,0.0021
mixed,2,1,0.5,4.0,64,4096,1024,4096,2560,513.763,505.222,513.923,
mixed,2,1,0.5,4.0,64,4096,2048,8192,5120,543.811,657.535,659.107,1.0138
mixed,2,1,0.5,4.0,64,4096,4096,16384,10240,733.827,964.964,966.497,1.0066
mixed,2,1,0.5,4.0,64,4096,8192,32768,20480,1116.037,1575.584,1579.302,1.0081
mixed,2,1,0.5,4.0,64,8192,128,512,320,667.716,667.36,666.946,
mixed,2,1,0.5,4.0,64,8192,256,1024,640,666.594,666.085,668.705,
mixed,2,1,0.5,4.0,64,8192,512,2048,1280,667.264,664.776,668.162,
mixed,2,1,0.5,4.0,64,8192,1024,4096,2560,663.335,666.974,666.722,0.9308
mixed,2,1,0.5,4.0,64,8192,2048,8192,5120,666.305,658.399,667.043,
mixed,2,1,0.5,4.0,64,8192,4096,16384,10240,740.291,968.29,973.279,1.0219
mixed,2,1,0.5,4.0,64,8192,8192,32768,20480,1118.566,1578.5,1586.372,1.0171
mixed,2,1,0.5,4.0,64,16384,128,512,320,972.481,974.403,973.09,0.3169
mixed,2,1,0.5,4.0,64,16384,256,1024,640,972.965,972.579,974.273,
mixed,2,1,0.5,4.0,64,16384,512,2048,1280,973.317,975.24,974.051,0.3817
mixed,2,1,0.5,4.0,64,16384,1024,4096,2560,971.527,975.329,973.86,0.6136
mixed,2,1,0.5,4.0,64,16384,2048,8192,5120,972.261,978.692,968.519,-0.5819
mixed,2,1,0.5,4.0,64,16384,4096,16384,10240,975.076,971.14,973.699,
mixed,2,1,0.5,4.0,64,16384,8192,32768,20480,1126.975,1581.125,1587.75,1.0146
mixed,2,1,0.5,4.0,128,0,128,512,320,334.144,348.834,346.338,0.8301
mixed,2,1,0.5,4.0,128,0,256,1024,640,356.573,387.075,388.32,1.0408
mixed,2,1,0.5,4.0,128,0,512,2048,1280,403.749,464.452,461.216,0.9467
