regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
pure,2,1,0.5,4.0,0,0,128,512,320,42.08,43.873,44.48,1.3385
pure,2,1,0.5,4.0,0,0,256,1024,640,45.662,47.744,48.835,1.524
pure,2,1,0.5,4.0,0,0,512,2048,1280,45.759,48.448,47.809,0.7624
pure,2,1,0.5,4.0,0,0,1024,4096,2560,47.361,52.576,50.017,0.5093
pure,2,1,0.5,4.0,0,0,2048,8192,5120,51.968,57.636,54.91,0.5191
pure,2,1,0.5,4.0,0,0,4096,16384,10240,60.639,69.344,64.126,0.4006
mixed,2,1,0.5,4.0,16,0,128,512,320,50.401,52.833,54.206,1.5646
mixed,2,1,0.5,4.0,16,0,256,1024,640,52.895,54.399,51.907,-0.6569
mixed,2,1,0.5,4.0,16,0,512,2048,1280,54.338,54.719,53.376,-2.5249
mixed,2,1,0.5,4.0,16,0,1024,4096,2560,56.0,57.312,55.52,-0.3659
mixed,2,1,0.5,4.0,16,0,2048,8192,5120,61.439,63.517,63.168,0.8321
mixed,2,1,0.5,4.0,16,0,4096,16384,10240,66.176,72.609,70.784,0.7163
mixed,2,1,0.5,4.0,16,512,128,512,320,57.183,56.384,58.463,
mixed,2,1,0.5,4.0,16,512,256,1024,640,60.895,56.577,56.0,
mixed,2,1,0.5,4.0,16,512,512,2048,1280,55.71,55.84,56.545,6.4231
mixed,2,1,0.5,4.0,16,512,1024,4096,2560,58.176,58.911,56.928,-1.698
mixed,2,1,0.5,4.0,16,512,2048,8192,5120,60.094,64.51,63.521,0.776
mixed,2,1,0.5,4.0,16,512,4096,16384,10240,68.256,78.017,73.665,0.5541
mixed,2,1,0.5,4.0,16,1024,128,512,320,61.406,61.249,61.152,
mixed,2,1,0.5,4.0,16,1024,256,1024,640,60.193,61.984,61.314,0.6259
mixed,2,1,0.5,4.0,16,1024,512,2048,1280,55.776,56.32,55.937,0.296
mixed,2,1,0.5,4.0,16,1024,1024,4096,2560,57.214,60.033,58.337,0.3984
mixed,2,1,0.5,4.0,16,1024,2048,8192,5120,60.353,66.144,63.36,0.5193
mixed,2,1,0.5,4.0,16,1024,4096,16384,10240,69.633,79.2,74.014,0.4579
mixed,2,1,0.5,4.0,16,2048,128,512,320,65.187,64.384,63.358,
mixed,2,1,0.5,4.0,16,2048,256,1024,640,63.072,63.904,64.0,1.1154
mixed,2,1,0.5,4.0,16,2048,512,2048,1280,64.128,65.952,65.665,0.8427
mixed,2,1,0.5,4.0,16,2048,1024,4096,2560,59.552,59.52,59.841,
mixed,2,1,0.5,4.0,16,2048,2048,8192,5120,60.864,65.378,63.297,0.539
mixed,2,1,0.5,4.0,16,2048,4096,16384,10240,73.281,80.159,77.472,0.6093
mixed,2,1,0.5,4.0,16,4096,128,512,320,65.538,64.449,66.687,
mixed,2,1,0.5,4.0,16,4096,256,1024,640,66.466,67.296,65.022,-1.7398
mixed,2,1,0.5,4.0,16,4096,512,2048,1280,67.647,66.945,67.169,
mixed,2,1,0.5,4.0,16,4096,1024,4096,2560,67.903,64.865,66.305,
mixed,2,1,0.5,4.0,16,4096,2048,8192,5120,62.657,69.249,65.12,0.3736
mixed,2,1,0.5,4.0,16,4096,4096,16384,10240,74.463,82.785,78.688,0.5077
mixed,2,1,0.5,4.0,16,8192,128,512,320,72.834,72.288,72.159,
mixed,2,1,0.5,4.0,16,8192,256,1024,640,72.672,73.184,72.641,-0.0605
mixed,2,1,0.5,4.0,16,8192,512,2048,1280,70.88,72.642,72.832,1.1078
mixed,2,1,0.5,4.0,16,8192,1024,4096,2560,73.153,70.402,72.801,
mixed,2,1,0.5,4.0,16,8192,2048,8192,5120,72.576,73.76,72.93,0.299
mixed,2,1,0.5,4.0,16,8192,4096,16384,10240,76.383,83.458,77.534,0.1627
mixed,2,1,0.5,4.0,32,0,128,512,320,48.737,53.665,53.472,0.9608
mixed,2,1,0.5,4.0,32,0,256,1024,640,53.347,53.824,53.088,-0.543
mixed,2,1,0.5,4.0,32,0,512,2048,1280,54.143,55.487,55.041,0.6682
mixed,2,1,0.5,4.0,32,0,1024,4096,2560,55.648,58.048,57.313,0.6938
mixed,2,1,0.5,4.0,32,0,2048,8192,5120,60.351,63.198,62.464,0.7422
mixed,2,1,0.5,4.0,32,0,4096,16384,10240,66.303,72.096,69.314,0.5198
mixed,2,1,0.5,4.0,32,512,128,512,320,58.624,57.984,58.176,
mixed,2,1,0.5,4.0,32,512,256,1024,640,58.27,56.864,55.551,
mixed,2,1,0.5,4.0,32,512,512,2048,1280,55.744,55.999,57.025,5.0235
mixed,2,1,0.5,4.0,32,512,1024,4096,2560,57.089,59.49,58.785,0.7064
mixed,2,1,0.5,4.0,32,512,2048,8192,5120,60.512,68.192,63.873,0.4376
mixed,2,1,0.5,4.0,32,512,4096,16384,10240,67.938,78.912,68.287,0.0318
mixed,2,1,0.5,4.0,32,1024,128,512,320,63.488,62.656,63.105,
mixed,2,1,0.5,4.0,32,1024,256,1024,640,61.215,61.696,62.174,1.9938
mixed,2,1,0.5,4.0,32,1024,512,2048,1280,58.464,57.312,58.048,
mixed,2,1,0.5,4.0,32,1024,1024,4096,2560,56.448,58.048,57.505,0.6606
