pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
0,n<=128,sr<=15%,kvB<=16k,kp=0,0.1148,4
0,n<=128,sr<=15%,kvB<=1k,kp=0,0.5658,4
0,n<=128,sr<=15%,kvB<=32k,kp=0,0.11,2
0,n<=128,sr<=15%,kvB<=4k,kp=0,0.1726,4
0,n<=128,sr<=40%,kvB<=16k,kp=0,0.0985,2
0,n<=128,sr<=40%,kvB<=1k,kp=0,0.6214,2
0,n<=128,sr<=40%,kvB<=32k,kp=0,0.0812,1
0,n<=128,sr<=40%,kvB<=4k,kp=0,0.1762,2
0,n<=128,sr<=5%,kvB<=16k,kp=0,0.1205,8
0,n<=128,sr<=5%,kvB<=1k,kp=0,0.3462,8
0,n<=128,sr<=5%,kvB<=32k,kp=0,0.11,4
0,n<=128,sr<=5%,kvB<=4k,kp=0,0.1498,8
0,n<=128,sr<=70%,kvB<=16k,kp=0,0.1218,2
0,n<=128,sr<=70%,kvB<=1k,kp=0,1.0758,2
0,n<=128,sr<=70%,kvB<=32k,kp=0,0.0876,1
0,n<=128,sr<=70%,kvB<=4k,kp=0,0.3278,2
0,n<=128,sr>70%,kvB<=16k,kp=0,0.3875,4
0,n<=128,sr>70%,kvB<=1k,kp=0,2.4613,4
0,n<=128,sr>70%,kvB<=32k,kp=0,0.276,2
0,n<=128,sr>70%,kvB<=4k,kp=0,0.8961,4
0,n<=16,sr<=15%,kvB<=16k,kp=0,0.0381,4
0,n<=16,sr<=15%,kvB<=1k,kp=0,0.5888,4
0,n<=16,sr<=15%,kvB<=32k,kp=0,0.0188,2
0,n<=16,sr<=15%,kvB<=4k,kp=0,0.2247,4
0,n<=16,sr<=40%,kvB<=16k,kp=0,0.0561,4
0,n<=16,sr<=40%,kvB<=1k,kp=0,0.5063,4
0,n<=16,sr<=40%,kvB<=32k,kp=0,0.0269,2
0,n<=16,sr<=40%,kvB<=4k,kp=0,0.2196,4
0,n<=16,sr<=70%,kvB<=16k,kp=0,0.1361,2
0,n<=16,sr<=70%,kvB<=1k,kp=0,0.6028,1
0,n<=16,sr<=70%,kvB<=32k,kp=0,0.0598,1
