pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
0,n<=128,sr<=15%,kvB<=16k,kp=0,0.0007,4
0,n<=128,sr<=15%,kvB<=1k,kp=0,0.1227,4
0,n<=128,sr<=15%,kvB<=4k,kp=0,-0.0052,4
0,n<=128,sr<=40%,kvB<=16k,kp=0,-0.0018,2
0,n<=128,sr<=40%,kvB<=1k,kp=0,0.1343,2
0,n<=128,sr<=40%,kvB<=4k,kp=0,-0.0168,2
0,n<=128,sr<=5%,kvB<=16k,kp=0,0.0134,8
0,n<=128,sr<=5%,kvB<=1k,kp=0,0.0858,8
0,n<=128,sr<=5%,kvB<=4k,kp=0,0.021,8
0,n<=128,sr<=70%,kvB<=16k,kp=0,-0.0069,2
0,n<=128,sr<=70%,kvB<=1k,kp=0,0.0709,2
0,n<=128,sr<=70%,kvB<=4k,kp=0,-0.0308,2
0,n<=128,sr>70%,kvB<=16k,kp=0,-0.0087,4
0,n<=128,sr>70%,kvB<=1k,kp=0,0.2891,4
0,n<=128,sr>70%,kvB<=4k,kp=0,-0.0196,4
0,n<=16,sr<=15%,kvB<=16k,kp=0,0.0903,4
0,n<=16,sr<=15%,kvB<=1k,kp=0,0.5056,4
0,n<=16,sr<=15%,kvB<=4k,kp=0,0.1889,4
0,n<=16,sr<=40%,kvB<=16k,kp=0,0.0377,4
0,n<=16,sr<=40%,kvB<=1k,kp=0,0.2679,4
0,n<=16,sr<=40%,kvB<=4k,kp=0,0.0983,4
0,n<=16,sr<=70%,kvB<=16k,kp=0,0.0211,2
0,n<=16,sr<=70%,kvB<=1k,kp=0,0.2764,2
0,n<=16,sr<=70%,kvB<=4k,kp=0,0.0693,2
0,n<=16,sr>70%,kvB<=16k,kp=0,0.7085,4
0,n<=16,sr>70%,kvB<=1k,kp=0,1.0519,4
0,n<=16,sr>70%,kvB<=4k,kp=0,0.9993,4
0,n<=2,sr<=70%,kvB<=16k,kp=0,0.149,2
0,n<=2,sr<=70%,kvB<=1k,kp=0,0.6134,2
0,n<=2,sr<=70%,kvB<=4k,kp=0,0.174,2
0,n<=256,sr<=15%,kvB<=16k,kp=0,0.0011,4
0,n<=256,sr<=15%,kvB<=1k,kp=0,0.0941,4
0,n<=256,sr<=15%,kvB<=4k,kp=0,-0.0085,4
0,n<=256,sr<=40%,kvB<=16k,kp=0,-0.0014,2
0,n<=256,sr<=40%,kvB<=1k,kp=0,0.146,2
0,n<=256,sr<=40%,kvB<=4k,kp=0,-0.0181,2
0,n<=256,sr<=5%,kvB<=16k,kp=0,0.0036,8
