layer,tokens,time_us
embedding,1,3.72267
embedding,2,4.043
embedding,3,4.192
embedding,4,4.46933
embedding,5,4.82133
embedding,6,5.04533
embedding,7,5.462
embedding,8,5.557
embedding,9,5.92
embedding,10,6.24
embedding,11,6.42133
embedding,12,6.784
embedding,13,7.06133
embedding,14,7.24267
embedding,15,7.57333
embedding,16,7.61567
embedding,20,3.27467
embedding,24,3.34967
embedding,28,3.222
embedding,32,3.02933
embedding,36,3.26433
embedding,40,3.21033
embedding,44,3.29567
embedding,48,3.104
embedding,52,3.41333
embedding,56,3.371
embedding,60,3.35967
embedding,64,3.14633
embedding,80,3.168
embedding,96,3.24267
embedding,112,3.30667
embedding,128,3.392
embedding,144,3.648
embedding,160,3.63767
embedding,176,3.71233
embedding,192,3.669
embedding,208,3.776
embedding,224,3.70167
embedding,240,3.73333
embedding,256,3.76567
embedding,272,4.149
embedding,288,4.11733
embedding,304,4.11733
embedding,320,4.14933
embedding,336,4.21333
embedding,352,4.24567
embedding,368,4.28733
embedding,384,4.32
embedding,400,4.73533
embedding,416,4.736
embedding,432,4.683
embedding,448,4.70433
embedding,464,4.832
embedding,480,4.86433
embedding,496,4.96033
embedding,512,4.98133
embedding,528,4.928
embedding,544,5.291
embedding,560,5.29067
embedding,576,5.259
embedding,592,5.237
embedding,608,5.41867
embedding,624,5.30133
embedding,640,5.38633
embedding,656,5.45067
embedding,672,5.46133
embedding,688,5.48233
embedding,704,5.525
embedding,720,5.54667
embedding,736,5.52533
embedding,752,5.49367
embedding,768,5.632
embedding,784,5.51467
embedding,800,5.57867
embedding,816,5.62133
embedding,832,5.589
embedding,848,5.60033
embedding,864,5.718
embedding,880,5.71767
embedding,896,5.64233
embedding,912,5.72767
embedding,928,5.718
embedding,944,5.77067
embedding,960,5.824
embedding,976,5.835
embedding,992,5.82433
embedding,1008,5.87767
embedding,1024,5.909
embedding,1040,6.123
embedding,1056,6.016
embedding,1072,6.112
embedding,1088,6.208
embedding,1104,6.208
embedding,1120,6.29367
embedding,1136,6.272
embedding,1152,6.368
embedding,1168,6.379
embedding,1184,6.411
embedding,1200,6.538
embedding,1216,6.34667
embedding,1232,6.379
embedding,1248,6.44267
embedding,1264,6.52767
embedding,1280,6.49533
embedding,1296,6.53867
embedding,1312,6.54933
embedding,1328,6.57067
embedding,1344,6.592
embedding,1360,6.50667
embedding,1376,6.67733
