layer,sequences,time_us
lm_head,1,413.611
lm_head,2,413.825
lm_head,3,413.836
lm_head,4,414.944
lm_head,5,417.228
lm_head,6,417.046
lm_head,7,414.763
lm_head,8,416.214
lm_head,9,417.131
lm_head,10,419.18
lm_head,11,417.953
lm_head,12,418.763
lm_head,13,418.049
lm_head,14,419.862
lm_head,15,420.107
lm_head,16,419.5
lm_head,20,420.609
lm_head,24,421.195
lm_head,28,421.559
lm_head,32,424.513
lm_head,36,426.87
lm_head,40,429.974
lm_head,44,428.331
lm_head,48,430.23
lm_head,52,430.667
lm_head,56,431.435
lm_head,60,431.51
lm_head,64,431.062
lm_head,80,436.278
lm_head,96,438.796
lm_head,112,432.694
lm_head,128,436.982
lm_head,144,442.635
lm_head,160,444.395
lm_head,176,448.448
lm_head,192,453.836
lm_head,208,458.038
lm_head,224,459.905
lm_head,240,466.806
lm_head,256,469.76
sampler,1,14.6673
sampler,2,15.403
sampler,3,15.179
sampler,4,15.008
sampler,5,15.3067
sampler,6,15.52
sampler,7,15.9683
sampler,8,17.824
sampler,9,18.346
sampler,10,18.5493
sampler,11,18.7313
sampler,12,18.9333
sampler,13,19.4553
sampler,14,20.629
sampler,15,21.867
sampler,16,22.324
sampler,20,23.776
sampler,24,26.9757
sampler,28,29.44
sampler,32,32.992
sampler,36,34.0477
sampler,40,37.792
sampler,44,38.1013
sampler,48,40.8107
sampler,52,45.7173
sampler,56,49.857
sampler,60,53.8677
sampler,64,55.6583
sampler,80,67.7653
sampler,96,80.9387
sampler,112,93.0667
sampler,128,108.875
sampler,144,118.507
sampler,160,132.426
sampler,176,133.195
sampler,192,154.891
sampler,208,171.2
sampler,224,180
sampler,240,189.93
sampler,256,202.432
