regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
pure,2,1,0.5,4.0,0,0,128,512,320,43.619,47.329,46.689,0.8275
pure,2,1,0.5,4.0,0,0,256,1024,640,47.841,51.808,49.12,0.3224
pure,2,1,0.5,4.0,0,0,512,2048,1280,51.584,55.201,53.695,0.5836
pure,2,1,0.5,4.0,0,0,1024,4096,2560,60.544,68.993,59.553,-0.1173
pure,2,1,0.5,4.0,0,0,2048,8192,5120,75.296,94.88,78.465,0.1618
pure,2,1,0.5,4.0,0,0,4096,16384,10240,106.241,137.122,108.897,0.086
mixed,2,1,0.5,4.0,16,0,128,512,320,51.554,54.208,54.368,1.0603
mixed,2,1,0.5,4.0,16,0,256,1024,640,53.599,57.183,56.063,0.6875
mixed,2,1,0.5,4.0,16,0,512,2048,1280,57.984,62.371,58.818,0.1901
mixed,2,1,0.5,4.0,16,0,1024,4096,2560,64.577,73.696,66.209,0.179
mixed,2,1,0.5,4.0,16,0,2048,8192,5120,81.281,115.395,82.977,0.0497
mixed,2,1,0.5,4.0,16,0,4096,16384,10240,125.6,158.306,113.344,-0.3747
mixed,2,1,0.5,4.0,16,512,128,512,320,62.498,67.968,63.746,0.2282
mixed,2,1,0.5,4.0,16,512,256,1024,640,65.313,65.44,63.361,-15.3701
mixed,2,1,0.5,4.0,16,512,512,2048,1280,66.976,70.017,67.362,0.1269
mixed,2,1,0.5,4.0,16,512,1024,4096,2560,70.815,73.728,69.093,-0.5911
mixed,2,1,0.5,4.0,16,512,2048,8192,5120,84.673,120.544,83.872,-0.0223
mixed,2,1,0.5,4.0,16,512,4096,16384,10240,115.137,180.803,117.536,0.0365
mixed,2,1,0.5,4.0,16,1024,128,512,320,64.225,63.457,64.448,
mixed,2,1,0.5,4.0,16,1024,256,1024,640,64.801,66.368,65.376,0.3669
mixed,2,1,0.5,4.0,16,1024,512,2048,1280,69.152,72.256,69.728,0.1856
mixed,2,1,0.5,4.0,16,1024,1024,4096,2560,73.568,80.64,69.762,-0.5382
mixed,2,1,0.5,4.0,16,1024,2048,8192,5120,88.065,104.32,88.961,0.0551
mixed,2,1,0.5,4.0,16,1024,4096,16384,10240,116.383,196.8,117.441,0.0132
mixed,2,1,0.5,4.0,16,2048,128,512,320,68.992,69.792,69.219,0.2837
mixed,2,1,0.5,4.0,16,2048,256,1024,640,74.688,73.059,71.425,
mixed,2,1,0.5,4.0,16,2048,512,2048,1280,72.0,76.32,73.792,0.4148
mixed,2,1,0.5,4.0,16,2048,1024,4096,2560,91.104,87.168,85.664,
mixed,2,1,0.5,4.0,16,2048,2048,8192,5120,89.284,103.39,90.336,0.0746
mixed,2,1,0.5,4.0,16,2048,4096,16384,10240,117.379,152.002,119.2,0.0526
mixed,2,1,0.5,4.0,16,4096,128,512,320,79.488,78.272,76.128,
mixed,2,1,0.5,4.0,16,4096,256,1024,640,84.544,75.649,84.033,
mixed,2,1,0.5,4.0,16,4096,512,2048,1280,77.951,82.209,78.015,0.015
mixed,2,1,0.5,4.0,16,4096,1024,4096,2560,93.794,93.343,84.928,
mixed,2,1,0.5,4.0,16,4096,2048,8192,5120,129.44,114.911,102.079,
mixed,2,1,0.5,4.0,16,4096,4096,16384,10240,172.032,157.987,125.248,
mixed,2,1,0.5,4.0,16,8192,128,512,320,90.848,91.361,92.225,2.6842
mixed,2,1,0.5,4.0,16,8192,256,1024,640,91.551,89.761,89.761,
mixed,2,1,0.5,4.0,16,8192,512,2048,1280,93.153,98.112,93.984,0.1676
mixed,2,1,0.5,4.0,16,8192,1024,4096,2560,101.312,107.233,100.321,-0.1674
mixed,2,1,0.5,4.0,16,8192,2048,8192,5120,137.248,127.744,111.266,
mixed,2,1,0.5,4.0,16,8192,4096,16384,10240,191.904,171.233,171.041,
mixed,2,1,0.5,4.0,32,0,128,512,320,52.672,59.04,57.472,0.7538
mixed,2,1,0.5,4.0,32,0,256,1024,640,60.225,57.891,58.305,
mixed,2,1,0.5,4.0,32,0,512,2048,1280,59.457,63.329,62.72,0.8427
mixed,2,1,0.5,4.0,32,0,1024,4096,2560,68.319,75.873,73.152,0.6398
mixed,2,1,0.5,4.0,32,0,2048,8192,5120,82.592,114.659,95.457,0.4012
mixed,2,1,0.5,4.0,32,0,4096,16384,10240,129.091,159.489,135.648,0.2157
mixed,2,1,0.5,4.0,32,512,128,512,320,66.113,67.714,67.232,0.6989
mixed,2,1,0.5,4.0,32,512,256,1024,640,69.472,69.12,67.17,
mixed,2,1,0.5,4.0,32,512,512,2048,1280,69.601,73.666,71.488,0.4642
mixed,2,1,0.5,4.0,32,512,1024,4096,2560,75.682,80.8,74.432,-0.2442
mixed,2,1,0.5,4.0,32,512,2048,8192,5120,86.753,102.817,95.042,0.516
mixed,2,1,0.5,4.0,32,512,4096,16384,10240,114.401,178.85,136.354,0.3406
mixed,2,1,0.5,4.0,32,1024,128,512,320,68.609,71.713,70.08,0.4739
mixed,2,1,0.5,4.0,32,1024,256,1024,640,73.76,78.208,79.585,1.3096
mixed,2,1,0.5,4.0,32,1024,512,2048,1280,74.241,75.36,75.264,0.9142
mixed,2,1,0.5,4.0,32,1024,1024,4096,2560,90.048,84.737,77.568,
mixed,2,1,0.5,4.0,32,1024,2048,8192,5120,88.095,104.288,96.896,0.5435
mixed,2,1,0.5,4.0,32,1024,4096,16384,10240,116.0,153.216,135.04,0.5116
mixed,2,1,0.5,4.0,32,2048,128,512,320,77.154,77.663,77.76,1.1906
mixed,2,1,0.5,4.0,32,2048,256,1024,640,77.792,77.503,75.2,
mixed,2,1,0.5,4.0,32,2048,512,2048,1280,80.8,83.936,84.352,1.1327
mixed,2,1,0.5,4.0,32,2048,1024,4096,2560,88.638,87.872,87.072,
mixed,2,1,0.5,4.0,32,2048,2048,8192,5120,124.961,110.88,103.231,
mixed,2,1,0.5,4.0,32,2048,4096,16384,10240,126.079,152.32,137.026,0.4172
mixed,2,1,0.5,4.0,32,4096,128,512,320,88.544,89.09,87.84,-1.2894
mixed,2,1,0.5,4.0,32,4096,256,1024,640,91.809,89.28,90.08,
mixed,2,1,0.5,4.0,32,4096,512,2048,1280,91.838,91.936,91.68,-1.6122
mixed,2,1,0.5,4.0,32,4096,1024,4096,2560,96.129,103.551,108.065,1.6082
mixed,2,1,0.5,4.0,32,4096,2048,8192,5120,133.697,118.849,134.241,
mixed,2,1,0.5,4.0,32,4096,4096,16384,10240,190.689,163.712,166.687,
mixed,2,1,0.5,4.0,32,8192,128,512,320,112.703,112.64,113.507,
mixed,2,1,0.5,4.0,32,8192,256,1024,640,112.805,114.239,114.464,1.1569
mixed,2,1,0.5,4.0,32,8192,512,2048,1280,117.505,116.512,115.297,
mixed,2,1,0.5,4.0,32,8192,1024,4096,2560,118.431,125.505,118.081,-0.0495
mixed,2,1,0.5,4.0,32,8192,2048,8192,5120,121.922,141.057,148.416,1.3846
mixed,2,1,0.5,4.0,32,8192,4096,16384,10240,213.92,183.939,221.091,
mixed,2,1,0.5,4.0,64,0,128,512,320,52.096,59.679,57.504,0.7132
mixed,2,1,0.5,4.0,64,0,256,1024,640,57.472,61.025,59.938,0.6941
mixed,2,1,0.5,4.0,64,0,512,2048,1280,62.304,67.681,67.489,0.9643
mixed,2,1,0.5,4.0,64,0,1024,4096,2560,77.666,85.536,81.953,0.5447
mixed,2,1,0.5,4.0,64,0,2048,8192,5120,94.304,117.406,111.074,0.7259
mixed,2,1,0.5,4.0,64,0,4096,16384,10240,134.432,177.602,174.176,0.9206
mixed,2,1,0.5,4.0,64,512,128,512,320,70.4,70.945,71.52,2.055
mixed,2,1,0.5,4.0,64,512,256,1024,640,73.184,74.56,71.36,-1.3256
mixed,2,1,0.5,4.0,64,512,512,2048,1280,74.111,75.423,74.434,0.2462
mixed,2,1,0.5,4.0,64,512,1024,4096,2560,80.162,84.736,87.84,1.6786
mixed,2,1,0.5,4.0,64,512,2048,8192,5120,97.408,115.935,113.09,0.8464
mixed,2,1,0.5,4.0,64,512,4096,16384,10240,134.048,178.272,175.585,0.9392
mixed,2,1,0.5,4.0,64,1024,128,512,320,81.76,80.066,79.232,
