regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
pure,2,1,0.5,4.0,0,0,128,512,320,160.513,168.16,164.702,0.5478
pure,2,1,0.5,4.0,0,0,256,1024,640,167.713,167.421,166.304,
pure,2,1,0.5,4.0,0,0,512,2048,1280,170.433,170.56,169.668,-6.0236
pure,2,1,0.5,4.0,0,0,1024,4096,2560,170.368,179.839,174.878,0.4762
pure,2,1,0.5,4.0,0,0,2048,8192,5120,181.504,190.241,190.308,1.0077
pure,2,1,0.5,4.0,0,0,4096,16384,10240,192.064,201.379,200.482,0.9037
mixed,2,1,0.5,4.0,16,0,128,512,320,187.745,190.21,190.978,1.3116
mixed,2,1,0.5,4.0,16,0,256,1024,640,192.26,192.674,189.569,-6.5
mixed,2,1,0.5,4.0,16,0,512,2048,1280,194.37,196.035,192.195,-1.3063
mixed,2,1,0.5,4.0,16,0,1024,4096,2560,194.466,198.367,198.177,0.9513
mixed,2,1,0.5,4.0,16,0,2048,8192,5120,205.861,214.882,209.855,0.4427
mixed,2,1,0.5,4.0,16,0,4096,16384,10240,216.258,232.481,230.718,0.8913
mixed,2,1,0.5,4.0,16,512,128,512,320,204.162,205.536,204.609,0.3253
mixed,2,1,0.5,4.0,16,512,256,1024,640,197.25,197.855,198.88,2.6942
mixed,2,1,0.5,4.0,16,512,512,2048,1280,197.824,198.174,200.196,6.7771
mixed,2,1,0.5,4.0,16,512,1024,4096,2560,204.223,205.922,204.45,0.1336
mixed,2,1,0.5,4.0,16,512,2048,8192,5120,207.199,215.36,213.533,0.7761
mixed,2,1,0.5,4.0,16,512,4096,16384,10240,220.322,234.848,232.098,0.8107
mixed,2,1,0.5,4.0,16,1024,128,512,320,207.205,208.193,207.714,0.5152
mixed,2,1,0.5,4.0,16,1024,256,1024,640,211.552,208.288,207.36,
mixed,2,1,0.5,4.0,16,1024,512,2048,1280,205.921,210.241,209.984,0.9405
mixed,2,1,0.5,4.0,16,1024,1024,4096,2560,212.478,207.262,205.086,
mixed,2,1,0.5,4.0,16,1024,2048,8192,5120,211.844,214.659,215.935,1.4533
mixed,2,1,0.5,4.0,16,1024,4096,16384,10240,220.03,236.095,233.022,0.8087
mixed,2,1,0.5,4.0,16,2048,128,512,320,212.639,213.538,215.297,2.9566
mixed,2,1,0.5,4.0,16,2048,256,1024,640,213.924,216.095,213.407,-0.2381
mixed,2,1,0.5,4.0,16,2048,512,2048,1280,216.256,220.609,216.738,0.1107
mixed,2,1,0.5,4.0,16,2048,1024,4096,2560,222.718,223.199,211.746,-22.8108
mixed,2,1,0.5,4.0,16,2048,2048,8192,5120,223.838,219.585,215.487,
mixed,2,1,0.5,4.0,16,2048,4096,16384,10240,223.873,237.282,235.968,0.902
mixed,2,1,0.5,4.0,16,4096,128,512,320,231.329,233.341,232.608,0.6357
mixed,2,1,0.5,4.0,16,4096,256,1024,640,232.739,231.2,232.924,
mixed,2,1,0.5,4.0,16,4096,512,2048,1280,235.808,237.474,236.61,0.4814
mixed,2,1,0.5,4.0,16,4096,1024,4096,2560,239.522,230.113,238.269,
mixed,2,1,0.5,4.0,16,4096,2048,8192,5120,230.72,235.776,224.963,-1.1386
mixed,2,1,0.5,4.0,16,4096,4096,16384,10240,231.683,242.878,238.657,0.623
mixed,2,1,0.5,4.0,16,8192,128,512,320,253.408,251.871,252.545,
mixed,2,1,0.5,4.0,16,8192,256,1024,640,250.657,251.389,249.47,-1.6216
mixed,2,1,0.5,4.0,16,8192,512,2048,1280,251.81,249.411,251.838,
mixed,2,1,0.5,4.0,16,8192,1024,4096,2560,251.454,250.21,253.981,
mixed,2,1,0.5,4.0,16,8192,2048,8192,5120,252.766,251.103,252.418,
mixed,2,1,0.5,4.0,16,8192,4096,16384,10240,252.131,257.76,243.33,-1.5635
mixed,2,1,0.5,4.0,32,0,128,512,320,197.475,194.271,197.442,
mixed,2,1,0.5,4.0,32,0,256,1024,640,195.202,198.944,197.696,0.6665
mixed,2,1,0.5,4.0,32,0,512,2048,1280,198.496,209.313,203.875,0.4973
mixed,2,1,0.5,4.0,32,0,1024,4096,2560,203.617,223.743,213.377,0.4849
mixed,2,1,0.5,4.0,32,0,2048,8192,5120,220.896,236.704,233.247,0.7813
mixed,2,1,0.5,4.0,32,0,4096,16384,10240,244.259,278.209,280.706,1.0735
mixed,2,1,0.5,4.0,32,512,128,512,320,217.726,215.486,219.038,
mixed,2,1,0.5,4.0,32,512,256,1024,640,212.898,214.114,212.833,-0.0535
mixed,2,1,0.5,4.0,32,512,512,2048,1280,215.648,216.002,210.915,-13.3701
mixed,2,1,0.5,4.0,32,512,1024,4096,2560,215.613,216.479,214.782,-0.9596
mixed,2,1,0.5,4.0,32,512,2048,8192,5120,218.913,231.361,235.779,1.3549
mixed,2,1,0.5,4.0,32,512,4096,16384,10240,242.017,276.095,276.672,1.0169
mixed,2,1,0.5,4.0,32,1024,128,512,320,222.243,221.729,222.978,
mixed,2,1,0.5,4.0,32,1024,256,1024,640,223.035,223.108,222.562,-6.4795
mixed,2,1,0.5,4.0,32,1024,512,2048,1280,225.217,220.801,219.139,
mixed,2,1,0.5,4.0,32,1024,1024,4096,2560,219.327,216.96,215.265,
mixed,2,1,0.5,4.0,32,1024,2048,8192,5120,219.292,232.896,234.43,1.1128
mixed,2,1,0.5,4.0,32,1024,4096,16384,10240,246.05,279.909,278.718,0.9648
mixed,2,1,0.5,4.0,32,2048,128,512,320,232.607,232.614,233.506,128.4286
mixed,2,1,0.5,4.0,32,2048,256,1024,640,233.153,233.857,232.033,-1.5909
mixed,2,1,0.5,4.0,32,2048,512,2048,1280,233.824,234.945,233.407,-0.372
mixed,2,1,0.5,4.0,32,2048,1024,4096,2560,234.269,228.576,226.172,
mixed,2,1,0.5,4.0,32,2048,2048,8192,5120,224.254,234.785,235.456,1.0637
mixed,2,1,0.5,4.0,32,2048,4096,16384,10240,246.881,278.627,278.817,1.006
mixed,2,1,0.5,4.0,32,4096,128,512,320,248.673,247.488,245.918,
mixed,2,1,0.5,4.0,32,4096,256,1024,640,247.935,247.619,247.713,
mixed,2,1,0.5,4.0,32,4096,512,2048,1280,248.032,246.337,248.321,
mixed,2,1,0.5,4.0,32,4096,1024,4096,2560,247.488,247.522,246.976,-15.0588
mixed,2,1,0.5,4.0,32,4096,2048,8192,5120,249.472,243.297,234.494,
mixed,2,1,0.5,4.0,32,4096,4096,16384,10240,248.737,281.182,277.951,0.9004
mixed,2,1,0.5,4.0,32,8192,128,512,320,270.816,272.545,272.709,1.0949
mixed,2,1,0.5,4.0,32,8192,256,1024,640,270.467,271.392,270.751,0.307
mixed,2,1,0.5,4.0,32,8192,512,2048,1280,270.819,273.405,271.649,0.321
mixed,2,1,0.5,4.0,32,8192,1024,4096,2560,270.817,270.304,271.872,
mixed,2,1,0.5,4.0,32,8192,2048,8192,5120,271.905,273.474,272.736,0.5296
mixed,2,1,0.5,4.0,32,8192,4096,16384,10240,276.998,283.008,281.346,0.7235
mixed,2,1,0.5,4.0,64,0,128,512,320,202.944,198.882,200.031,
mixed,2,1,0.5,4.0,64,0,256,1024,640,199.712,205.25,206.273,1.1847
mixed,2,1,0.5,4.0,64,0,512,2048,1280,213.568,216.959,215.424,0.5473
mixed,2,1,0.5,4.0,64,0,1024,4096,2560,220.386,233.375,234.434,1.0815
mixed,2,1,0.5,4.0,64,0,2048,8192,5120,243.996,273.633,274.24,1.0205
mixed,2,1,0.5,4.0,64,0,4096,16384,10240,292.866,349.346,349.951,1.0107
mixed,2,1,0.5,4.0,64,512,128,512,320,227.265,228.222,228.127,0.9007
mixed,2,1,0.5,4.0,64,512,256,1024,640,227.778,224.544,225.408,
mixed,2,1,0.5,4.0,64,512,512,2048,1280,226.689,222.882,222.369,
mixed,2,1,0.5,4.0,64,512,1024,4096,2560,227.233,241.825,242.049,1.0154
mixed,2,1,0.5,4.0,64,512,2048,8192,5120,250.69,278.47,277.726,0.9732
mixed,2,1,0.5,4.0,64,512,4096,16384,10240,298.275,353.152,356.162,1.0548
mixed,2,1,0.5,4.0,64,1024,128,512,320,239.198,236.959,239.106,
mixed,2,1,0.5,4.0,64,1024,256,1024,640,237.635,236.032,237.442,
mixed,2,1,0.5,4.0,64,1024,512,2048,1280,237.025,226.079,228.704,
mixed,2,1,0.5,4.0,64,1024,1024,4096,2560,230.818,241.601,242.884,1.119
mixed,2,1,0.5,4.0,64,1024,2048,8192,5120,253.184,278.014,280.674,1.1071
mixed,2,1,0.5,4.0,64,1024,4096,16384,10240,298.051,355.396,356.033,1.0111
mixed,2,1,0.5,4.0,64,2048,128,512,320,250.275,249.475,249.379,
mixed,2,1,0.5,4.0,64,2048,256,1024,640,247.231,248.448,247.778,0.4495
mixed,2,1,0.5,4.0,64,2048,512,2048,1280,247.935,248.865,247.073,-0.9269
mixed,2,1,0.5,4.0,64,2048,1024,4096,2560,251.011,242.556,242.721,
