regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
pure,2,1,0.5,4.0,0,0,128,512,320,41.664,43.233,43.489,1.1632
pure,2,1,0.5,4.0,0,0,256,1024,640,44.48,46.624,46.24,0.8209
pure,2,1,0.5,4.0,0,0,512,2048,1280,47.489,48.352,47.747,0.299
pure,2,1,0.5,4.0,0,0,1024,4096,2560,49.729,51.459,50.912,0.6838
pure,2,1,0.5,4.0,0,0,2048,8192,5120,52.544,57.569,55.232,0.5349
pure,2,1,0.5,4.0,0,0,4096,16384,10240,60.031,66.719,66.367,0.9474
mixed,2,1,0.5,4.0,16,0,128,512,320,49.664,53.024,54.592,1.4667
mixed,2,1,0.5,4.0,16,0,256,1024,640,52.992,53.503,52.671,-0.6282
mixed,2,1,0.5,4.0,16,0,512,2048,1280,53.954,54.371,54.784,1.9904
mixed,2,1,0.5,4.0,16,0,1024,4096,2560,55.807,56.992,56.32,0.4329
mixed,2,1,0.5,4.0,16,0,2048,8192,5120,59.936,62.752,62.112,0.7727
mixed,2,1,0.5,4.0,16,0,4096,16384,10240,65.407,71.264,69.761,0.7434
mixed,2,1,0.5,4.0,16,512,128,512,320,58.719,58.914,58.688,-0.159
mixed,2,1,0.5,4.0,16,512,256,1024,640,58.208,55.807,54.976,
mixed,2,1,0.5,4.0,16,512,512,2048,1280,55.231,57.184,55.52,0.148
mixed,2,1,0.5,4.0,16,512,1024,4096,2560,55.486,59.138,57.952,0.6752
mixed,2,1,0.5,4.0,16,512,2048,8192,5120,59.712,66.049,62.753,0.4799
mixed,2,1,0.5,4.0,16,512,4096,16384,10240,67.265,76.768,73.151,0.6194
mixed,2,1,0.5,4.0,16,1024,128,512,320,61.343,60.608,62.177,
mixed,2,1,0.5,4.0,16,1024,256,1024,640,61.569,61.6,60.961,-19.6129
mixed,2,1,0.5,4.0,16,1024,512,2048,1280,55.616,55.776,55.263,-2.2062
mixed,2,1,0.5,4.0,16,1024,1024,4096,2560,57.218,58.847,58.24,0.6274
mixed,2,1,0.5,4.0,16,1024,2048,8192,5120,59.999,68.224,62.656,0.323
mixed,2,1,0.5,4.0,16,1024,4096,16384,10240,68.16,78.143,74.367,0.6218
mixed,2,1,0.5,4.0,16,2048,128,512,320,64.511,63.199,64.736,
mixed,2,1,0.5,4.0,16,2048,256,1024,640,63.041,63.777,63.2,0.216
mixed,2,1,0.5,4.0,16,2048,512,2048,1280,64.416,64.385,63.681,
mixed,2,1,0.5,4.0,16,2048,1024,4096,2560,58.752,59.073,58.944,0.5981
mixed,2,1,0.5,4.0,16,2048,2048,8192,5120,59.904,66.496,63.841,0.5972
mixed,2,1,0.5,4.0,16,2048,4096,16384,10240,71.777,77.342,75.616,0.6898
mixed,2,1,0.5,4.0,16,4096,128,512,320,66.144,66.401,66.433,1.1245
mixed,2,1,0.5,4.0,16,4096,256,1024,640,66.048,66.304,66.721,2.6289
mixed,2,1,0.5,4.0,16,4096,512,2048,1280,66.177,67.168,66.497,0.3229
mixed,2,1,0.5,4.0,16,4096,1024,4096,2560,68.317,64.96,64.705,
mixed,2,1,0.5,4.0,16,4096,2048,8192,5120,62.944,71.648,64.642,0.1951
mixed,2,1,0.5,4.0,16,4096,4096,16384,10240,73.729,81.119,79.232,0.7447
mixed,2,1,0.5,4.0,16,8192,128,512,320,72.032,71.135,71.105,
mixed,2,1,0.5,4.0,16,8192,256,1024,640,71.647,71.711,71.392,-3.9844
mixed,2,1,0.5,4.0,16,8192,512,2048,1280,71.841,71.36,71.138,
mixed,2,1,0.5,4.0,16,8192,1024,4096,2560,71.681,71.264,71.838,
mixed,2,1,0.5,4.0,16,8192,2048,8192,5120,71.586,72.513,71.039,-0.5901
mixed,2,1,0.5,4.0,16,8192,4096,16384,10240,77.664,83.39,79.519,0.324
mixed,2,1,0.5,4.0,32,0,128,512,320,49.792,54.945,54.626,0.9381
mixed,2,1,0.5,4.0,32,0,256,1024,640,53.439,54.528,53.633,0.1781
mixed,2,1,0.5,4.0,32,0,512,2048,1280,55.134,54.976,54.783,
mixed,2,1,0.5,4.0,32,0,1024,4096,2560,55.775,57.312,57.311,0.9993
mixed,2,1,0.5,4.0,32,0,2048,8192,5120,59.968,63.648,62.464,0.6783
mixed,2,1,0.5,4.0,32,0,4096,16384,10240,67.393,72.417,69.505,0.4204
mixed,2,1,0.5,4.0,32,512,128,512,320,61.407,60.0,61.312,
mixed,2,1,0.5,4.0,32,512,256,1024,640,60.385,56.992,56.769,
mixed,2,1,0.5,4.0,32,512,512,2048,1280,56.672,56.705,57.632,29.0909
mixed,2,1,0.5,4.0,32,512,1024,4096,2560,57.664,59.935,57.374,-0.1277
mixed,2,1,0.5,4.0,32,512,2048,8192,5120,61.088,67.938,64.352,0.4765
mixed,2,1,0.5,4.0,32,512,4096,16384,10240,70.912,78.337,70.818,-0.0127
mixed,2,1,0.5,4.0,32,1024,128,512,320,64.224,62.144,63.968,
mixed,2,1,0.5,4.0,32,1024,256,1024,640,62.017,62.752,63.297,1.7415
mixed,2,1,0.5,4.0,32,1024,512,2048,1280,57.79,57.791,58.558,768.0
mixed,2,1,0.5,4.0,32,1024,1024,4096,2560,58.655,59.935,59.552,0.7008
mixed,2,1,0.5,4.0,32,1024,2048,8192,5120,61.343,70.592,63.392,0.2215
mixed,2,1,0.5,4.0,32,1024,4096,16384,10240,70.624,76.801,69.472,-0.1865
mixed,2,1,0.5,4.0,32,2048,128,512,320,65.984,65.407,65.664,
mixed,2,1,0.5,4.0,32,2048,256,1024,640,66.209,63.552,65.218,
mixed,2,1,0.5,4.0,32,2048,512,2048,1280,63.808,65.408,64.928,0.7
mixed,2,1,0.5,4.0,32,2048,1024,4096,2560,59.072,61.888,60.702,0.5788
mixed,2,1,0.5,4.0,32,2048,2048,8192,5120,62.112,71.584,65.601,0.3683
mixed,2,1,0.5,4.0,32,2048,4096,16384,10240,73.601,79.936,70.304,-0.5204
mixed,2,1,0.5,4.0,32,4096,128,512,320,67.807,67.36,67.103,
mixed,2,1,0.5,4.0,32,4096,256,1024,640,67.552,67.586,68.45,26.4118
mixed,2,1,0.5,4.0,32,4096,512,2048,1280,67.488,67.234,67.649,
mixed,2,1,0.5,4.0,32,4096,1024,4096,2560,68.833,68.767,68.322,
mixed,2,1,0.5,4.0,32,4096,2048,8192,5120,67.073,71.52,70.688,0.8129
mixed,2,1,0.5,4.0,32,4096,4096,16384,10240,77.664,80.416,71.009,-2.4182
mixed,2,1,0.5,4.0,32,8192,128,512,320,71.776,72.928,72.16,0.3333
mixed,2,1,0.5,4.0,32,8192,256,1024,640,73.504,72.736,71.456,
mixed,2,1,0.5,4.0,32,8192,512,2048,1280,72.865,72.898,73.088,6.7576
mixed,2,1,0.5,4.0,32,8192,1024,4096,2560,72.192,71.489,71.967,
mixed,2,1,0.5,4.0,32,8192,2048,8192,5120,74.367,74.561,75.392,5.2835
mixed,2,1,0.5,4.0,32,8192,4096,16384,10240,75.584,81.119,78.272,0.4856
mixed,2,1,0.5,4.0,64,0,128,512,320,49.184,53.343,53.407,1.0154
mixed,2,1,0.5,4.0,64,0,256,1024,640,53.281,54.239,52.672,-0.6357
mixed,2,1,0.5,4.0,64,0,512,2048,1280,54.88,54.816,56.03,
mixed,2,1,0.5,4.0,64,0,1024,4096,2560,56.289,59.486,58.048,0.5502
mixed,2,1,0.5,4.0,64,0,2048,8192,5120,61.536,65.087,64.832,0.9282
mixed,2,1,0.5,4.0,64,0,4096,16384,10240,67.551,76.608,74.526,0.7701
mixed,2,1,0.5,4.0,64,512,128,512,320,59.871,59.712,59.68,
mixed,2,1,0.5,4.0,64,512,256,1024,640,62.24,57.408,57.087,
mixed,2,1,0.5,4.0,64,512,512,2048,1280,57.31,56.447,57.089,
mixed,2,1,0.5,4.0,64,512,1024,4096,2560,57.344,58.848,59.905,1.7028
mixed,2,1,0.5,4.0,64,512,2048,8192,5120,59.712,65.663,65.697,1.0057
mixed,2,1,0.5,4.0,64,512,4096,16384,10240,67.041,77.023,74.689,0.7662
mixed,2,1,0.5,4.0,64,1024,128,512,320,64.511,64.384,64.16,
mixed,2,1,0.5,4.0,64,1024,256,1024,640,64.161,63.84,63.711,
mixed,2,1,0.5,4.0,64,1024,512,2048,1280,58.144,57.985,59.584,
mixed,2,1,0.5,4.0,64,1024,1024,4096,2560,58.048,60.577,60.222,0.8596
mixed,2,1,0.5,4.0,64,1024,2048,8192,5120,62.336,64.771,64.416,0.8542
mixed,2,1,0.5,4.0,64,1024,4096,16384,10240,67.106,76.48,76.609,1.0138
mixed,2,1,0.5,4.0,64,2048,128,512,320,66.433,66.432,66.688,
mixed,2,1,0.5,4.0,64,2048,256,1024,640,66.272,66.401,66.912,4.9612
mixed,2,1,0.5,4.0,64,2048,512,2048,1280,65.921,66.304,66.368,1.1671
mixed,2,1,0.5,4.0,64,2048,1024,4096,2560,64.031,68.031,64.929,0.2245
mixed,2,1,0.5,4.0,64,2048,2048,8192,5120,68.479,66.751,65.345,
mixed,2,1,0.5,4.0,64,2048,4096,16384,10240,68.864,76.097,75.873,0.969
mixed,2,1,0.5,4.0,64,4096,128,512,320,71.585,70.786,71.616,
mixed,2,1,0.5,4.0,64,4096,256,1024,640,71.585,69.698,69.504,
mixed,2,1,0.5,4.0,64,4096,512,2048,1280,69.856,71.649,71.487,0.9096
mixed,2,1,0.5,4.0,64,4096,1024,4096,2560,72.0,74.209,71.616,-0.1738
mixed,2,1,0.5,4.0,64,4096,2048,8192,5120,74.912,74.559,68.096,
mixed,2,1,0.5,4.0,64,4096,4096,16384,10240,78.593,78.337,75.617,
mixed,2,1,0.5,4.0,64,8192,128,512,320,79.33,80.0,79.231,-0.1478
mixed,2,1,0.5,4.0,64,8192,256,1024,640,79.967,79.264,80.095,
mixed,2,1,0.5,4.0,64,8192,512,2048,1280,78.88,80.64,79.137,0.146
mixed,2,1,0.5,4.0,64,8192,1024,4096,2560,83.809,84.352,84.192,0.7053
mixed,2,1,0.5,4.0,64,8192,2048,8192,5120,87.295,80.768,88.577,
