pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
0,n<=128,sr<=15%,kvB<=16k,kp=0,0.1322,4
0,n<=128,sr<=15%,kvB<=1k,kp=0,0.6073,4
0,n<=128,sr<=15%,kvB<=4k,kp=0,0.2123,4
0,n<=128,sr<=40%,kvB<=16k,kp=0,0.082,2
0,n<=128,sr<=40%,kvB<=1k,kp=0,0.6209,2
0,n<=128,sr<=40%,kvB<=4k,kp=0,0.1239,2
0,n<=128,sr<=5%,kvB<=16k,kp=0,0.1372,8
0,n<=128,sr<=5%,kvB<=1k,kp=0,0.3614,8
0,n<=128,sr<=5%,kvB<=4k,kp=0,0.1825,8
0,n<=128,sr<=70%,kvB<=16k,kp=0,0.0889,2
0,n<=128,sr<=70%,kvB<=1k,kp=0,0.7341,2
0,n<=128,sr<=70%,kvB<=4k,kp=0,0.1988,2
0,n<=128,sr>70%,kvB<=16k,kp=0,0.1244,4
0,n<=128,sr>70%,kvB<=1k,kp=0,0.7639,4
0,n<=128,sr>70%,kvB<=4k,kp=0,0.3819,4
0,n<=16,sr<=15%,kvB<=16k,kp=0,0.0573,4
0,n<=16,sr<=15%,kvB<=1k,kp=0,0.7704,4
0,n<=16,sr<=15%,kvB<=4k,kp=0,0.1412,4
0,n<=16,sr<=40%,kvB<=16k,kp=0,0.0445,4
0,n<=16,sr<=40%,kvB<=1k,kp=0,0.6715,4
0,n<=16,sr<=40%,kvB<=4k,kp=0,0.1213,4
0,n<=16,sr<=70%,kvB<=16k,kp=0,0.0895,2
0,n<=16,sr<=70%,kvB<=1k,kp=0,0.8299,2
0,n<=16,sr<=70%,kvB<=4k,kp=0,0.1025,2
0,n<=16,sr>70%,kvB<=16k,kp=0,-0.013,4
0,n<=16,sr>70%,kvB<=1k,kp=0,0.4229,4
0,n<=16,sr>70%,kvB<=4k,kp=0,0.0053,4
0,n<=2,sr<=70%,kvB<=16k,kp=0,0.7709,2
0,n<=2,sr<=70%,kvB<=1k,kp=0,0.5695,2
0,n<=2,sr<=70%,kvB<=4k,kp=0,0.4004,2
0,n<=256,sr<=15%,kvB<=16k,kp=0,0.0245,4
0,n<=256,sr<=15%,kvB<=1k,kp=0,0.3417,4
0,n<=256,sr<=15%,kvB<=4k,kp=0,0.037,4
0,n<=256,sr<=40%,kvB<=16k,kp=0,0.0377,2
0,n<=256,sr<=40%,kvB<=1k,kp=0,0.3604,2
0,n<=256,sr<=40%,kvB<=4k,kp=0,0.0241,2
0,n<=256,sr<=5%,kvB<=16k,kp=0,0.0454,8
0,n<=256,sr<=5%,kvB<=1k,kp=0,0.1971,8
0,n<=256,sr<=5%,kvB<=4k,kp=0,0.0304,8
0,n<=256,sr<=70%,kvB<=16k,kp=0,-0.014,2
0,n<=256,sr<=70%,kvB<=1k,kp=0,0.2809,2
0,n<=256,sr<=70%,kvB<=4k,kp=0,-0.0096,2
0,n<=256,sr>70%,kvB<=16k,kp=0,0.2086,4
0,n<=256,sr>70%,kvB<=1k,kp=0,0.6106,4
