layer,sequences,time_us
lm_head,1,40.8427
lm_head,2,40.704
lm_head,3,41.312
lm_head,4,41.4293
lm_head,5,41.8773
lm_head,6,41.4723
lm_head,7,41.5467
lm_head,8,41.7067
lm_head,9,41.685
lm_head,10,42.464
lm_head,11,42.4533
lm_head,12,41.9093
lm_head,13,42.0587
lm_head,14,42.5917
lm_head,15,42.5813
lm_head,16,42.56
lm_head,20,41.8773
lm_head,24,42.0373
lm_head,28,42.1653
lm_head,32,42.8907
lm_head,36,42.3467
lm_head,40,42.9973
lm_head,44,42.656
lm_head,48,43.2107
lm_head,52,42.8587
lm_head,56,42.4107
lm_head,60,40.5333
lm_head,64,40.4697
lm_head,80,44.224
lm_head,96,42.848
lm_head,112,43.6693
lm_head,128,44.2133
lm_head,144,45.525
lm_head,160,48.2453
lm_head,176,50.0267
lm_head,192,46.6773
lm_head,208,52.864
lm_head,224,57.312
lm_head,240,51.648
lm_head,256,51.776
sampler,1,14.1653
sampler,2,14.272
sampler,3,14.304
sampler,4,14.8267
sampler,5,14.731
sampler,6,15.2213
sampler,7,15.1893
sampler,8,17.4393
sampler,9,17.6107
sampler,10,17.7817
sampler,11,18.1123
sampler,12,18.4003
sampler,13,18.741
sampler,14,19.5203
sampler,15,20.9283
sampler,16,21.4293
sampler,20,22.6883
sampler,24,26.2187
sampler,28,28.5973
sampler,32,31.264
sampler,36,33.2587
sampler,40,35.3707
sampler,44,36.5123
sampler,48,38.817
sampler,52,42.7847
sampler,56,45.5687
sampler,60,48.2773
sampler,64,51.541
sampler,80,62.539
sampler,96,72.416
sampler,112,84.7793
sampler,128,99.2323
sampler,144,107.884
sampler,160,119.052
sampler,176,118.859
sampler,192,138.561
sampler,208,151.605
sampler,224,162.006
sampler,240,168.726
sampler,256,179.233
