pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
0,n<=128,sr<=15%,kvB<=16k,kp=0,0.1092,4
0,n<=128,sr<=15%,kvB<=1k,kp=0,0.3911,4
0,n<=128,sr<=15%,kvB<=4k,kp=0,0.146,4
0,n<=128,sr<=40%,kvB<=16k,kp=0,0.0905,2
0,n<=128,sr<=40%,kvB<=1k,kp=0,0.3358,2
0,n<=128,sr<=40%,kvB<=4k,kp=0,0.1178,2
0,n<=128,sr<=5%,kvB<=16k,kp=0,0.1156,8
0,n<=128,sr<=5%,kvB<=1k,kp=0,0.2246,8
0,n<=128,sr<=5%,kvB<=4k,kp=0,0.1381,8
0,n<=128,sr<=70%,kvB<=16k,kp=0,0.0981,2
0,n<=128,sr<=70%,kvB<=1k,kp=0,0.4051,2
0,n<=128,sr<=70%,kvB<=4k,kp=0,0.1445,2
0,n<=128,sr>70%,kvB<=16k,kp=0,1.028,4
0,n<=128,sr>70%,kvB<=1k,kp=0,1.1033,4
0,n<=128,sr>70%,kvB<=4k,kp=0,0.4008,4
0,n<=16,sr<=15%,kvB<=16k,kp=0,0.029,4
0,n<=16,sr<=15%,kvB<=1k,kp=0,0.4618,4
0,n<=16,sr<=15%,kvB<=4k,kp=0,0.0394,4
0,n<=16,sr<=40%,kvB<=16k,kp=0,0.0504,4
0,n<=16,sr<=40%,kvB<=1k,kp=0,0.4431,4
0,n<=16,sr<=40%,kvB<=4k,kp=0,0.0512,4
0,n<=16,sr<=70%,kvB<=16k,kp=0,0.0749,2
0,n<=16,sr<=70%,kvB<=1k,kp=0,0.5464,1
0,n<=16,sr<=70%,kvB<=4k,kp=0,0.0748,2
0,n<=16,sr>70%,kvB<=16k,kp=0,-0.0573,4
0,n<=16,sr>70%,kvB<=1k,kp=0,-0.3204,1
0,n<=16,sr>70%,kvB<=4k,kp=0,0.1287,4
0,n<=2,sr<=70%,kvB<=16k,kp=0,0.5385,2
0,n<=2,sr<=70%,kvB<=1k,kp=0,0.6612,2
0,n<=2,sr<=70%,kvB<=4k,kp=0,0.551,2
0,n<=256,sr<=15%,kvB<=16k,kp=0,0.0208,4
0,n<=256,sr<=15%,kvB<=1k,kp=0,0.1561,4
0,n<=256,sr<=15%,kvB<=4k,kp=0,0.0208,4
0,n<=256,sr<=40%,kvB<=16k,kp=0,0.0374,2
0,n<=256,sr<=40%,kvB<=1k,kp=0,0.1048,2
0,n<=256,sr<=40%,kvB<=4k,kp=0,0.0345,2
0,n<=256,sr<=5%,kvB<=16k,kp=0,0.0349,8
0,n<=256,sr<=5%,kvB<=1k,kp=0,0.1176,8
0,n<=256,sr<=5%,kvB<=4k,kp=0,0.0401,8
0,n<=256,sr<=70%,kvB<=16k,kp=0,-0.0045,2
0,n<=256,sr<=70%,kvB<=1k,kp=0,-0.0605,2
0,n<=256,sr<=70%,kvB<=4k,kp=0,0.0013,2
0,n<=256,sr>70%,kvB<=16k,kp=0,0.1115,3
0,n<=256,sr>70%,kvB<=1k,kp=0,0.1472,4
0,n<=256,sr>70%,kvB<=4k,kp=0,0.1595,4
0,n<=32,sr<=15%,kvB<=16k,kp=0,0.0603,6
0,n<=32,sr<=15%,kvB<=1k,kp=0,0.3431,6
0,n<=32,sr<=15%,kvB<=4k,kp=0,0.016,6
0,n<=32,sr<=40%,kvB<=16k,kp=0,0.201,2
0,n<=32,sr<=40%,kvB<=1k,kp=0,0.4071,2
0,n<=32,sr<=40%,kvB<=4k,kp=0,0.354,2
0,n<=32,sr<=5%,kvB<=16k,kp=0,0.177,2
0,n<=32,sr<=5%,kvB<=1k,kp=0,0.2514,2
0,n<=32,sr<=5%,kvB<=4k,kp=0,0.1439,2
0,n<=32,sr<=70%,kvB<=16k,kp=0,0.017,2
0,n<=32,sr<=70%,kvB<=1k,kp=0,0.2617,2
0,n<=32,sr<=70%,kvB<=4k,kp=0,0.0731,2
0,n<=32,sr>70%,kvB<=16k,kp=0,0.9123,4
0,n<=32,sr>70%,kvB<=1k,kp=0,1.9427,4
0,n<=32,sr>70%,kvB<=4k,kp=0,1.1104,4
0,n<=4,sr<=40%,kvB<=16k,kp=0,0.2269,2
0,n<=4,sr<=40%,kvB<=1k,kp=0,0.8506,3
0,n<=4,sr<=40%,kvB<=4k,kp=0,0.4104,3
0,n<=4,sr<=70%,kvB<=16k,kp=0,0.2301,2
0,n<=4,sr<=70%,kvB<=1k,kp=0,0.9396,2
0,n<=4,sr<=70%,kvB<=4k,kp=0,0.7452,2
0,n<=4,sr>70%,kvB<=16k,kp=0,0.1712,2
0,n<=4,sr>70%,kvB<=1k,kp=0,0.5034,1
0,n<=4,sr>70%,kvB<=4k,kp=0,0.7129,1
0,n<=64,sr<=15%,kvB<=16k,kp=0,0.1136,4
0,n<=64,sr<=15%,kvB<=1k,kp=0,0.5701,4
0,n<=64,sr<=15%,kvB<=4k,kp=0,0.1886,4
0,n<=64,sr<=40%,kvB<=16k,kp=0,0.0604,2
0,n<=64,sr<=40%,kvB<=1k,kp=0,0.2496,2
0,n<=64,sr<=40%,kvB<=4k,kp=0,0.1234,2
0,n<=64,sr<=5%,kvB<=16k,kp=0,0.1542,6
0,n<=64,sr<=5%,kvB<=1k,kp=0,0.8541,6
0,n<=64,sr<=5%,kvB<=4k,kp=0,0.1854,6
0,n<=64,sr<=70%,kvB<=16k,kp=0,-0.0044,2
0,n<=64,sr<=70%,kvB<=1k,kp=0,-0.0442,2
0,n<=64,sr<=70%,kvB<=4k,kp=0,-0.0381,2
0,n<=64,sr>70%,kvB<=16k,kp=0,1.1578,4
0,n<=64,sr>70%,kvB<=1k,kp=0,1.3855,4
0,n<=64,sr>70%,kvB<=4k,kp=0,1.1352,4
0,n<=8,sr<=15%,kvB<=16k,kp=0,0.0444,2
0,n<=8,sr<=15%,kvB<=1k,kp=0,0.7789,2
0,n<=8,sr<=15%,kvB<=4k,kp=0,0.2519,2
