regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
pure,2,1,0.5,4.0,0,0,128,512,320,41.024,44.704,44.129,0.8438
pure,2,1,0.5,4.0,0,0,256,1024,640,44.576,46.85,45.791,0.5343
pure,2,1,0.5,4.0,0,0,512,2048,1280,46.112,48.832,48.352,0.8235
pure,2,1,0.5,4.0,0,0,1024,4096,2560,50.91,56.032,51.231,0.0627
pure,2,1,0.5,4.0,0,0,2048,8192,5120,59.328,68.994,62.782,0.3573
pure,2,1,0.5,4.0,0,0,4096,16384,10240,77.888,95.585,78.913,0.0579
mixed,2,1,0.5,4.0,16,0,128,512,320,47.549,51.008,51.904,1.259
mixed,2,1,0.5,4.0,16,0,256,1024,640,51.264,54.143,53.631,0.8222
mixed,2,1,0.5,4.0,16,0,512,2048,1280,54.015,56.897,55.934,0.6659
mixed,2,1,0.5,4.0,16,0,1024,4096,2560,56.737,62.912,59.68,0.4766
mixed,2,1,0.5,4.0,16,0,2048,8192,5120,66.303,75.36,67.999,0.1873
mixed,2,1,0.5,4.0,16,0,4096,16384,10240,86.625,101.504,85.057,-0.1054
mixed,2,1,0.5,4.0,16,512,128,512,320,58.562,58.111,58.719,
mixed,2,1,0.5,4.0,16,512,256,1024,640,61.12,56.32,56.098,
mixed,2,1,0.5,4.0,16,512,512,2048,1280,54.977,63.582,56.098,0.1303
mixed,2,1,0.5,4.0,16,512,1024,4096,2560,61.794,68.735,65.728,0.5668
mixed,2,1,0.5,4.0,16,512,2048,8192,5120,67.807,77.664,70.046,0.2271
mixed,2,1,0.5,4.0,16,512,4096,16384,10240,82.783,104.353,85.214,0.1127
mixed,2,1,0.5,4.0,16,1024,128,512,320,60.767,62.015,60.418,-0.2796
mixed,2,1,0.5,4.0,16,1024,256,1024,640,59.424,60.032,61.762,3.8454
mixed,2,1,0.5,4.0,16,1024,512,2048,1280,62.976,63.808,63.072,0.1154
mixed,2,1,0.5,4.0,16,1024,1024,4096,2560,66.08,75.552,68.098,0.213
mixed,2,1,0.5,4.0,16,1024,2048,8192,5120,69.761,79.167,70.719,0.1018
mixed,2,1,0.5,4.0,16,1024,4096,16384,10240,84.929,105.472,84.128,-0.039
mixed,2,1,0.5,4.0,16,2048,128,512,320,66.367,65.439,62.464,
mixed,2,1,0.5,4.0,16,2048,256,1024,640,64.415,64.929,64.831,0.8093
mixed,2,1,0.5,4.0,16,2048,512,2048,1280,65.406,68.351,66.497,0.3705
mixed,2,1,0.5,4.0,16,2048,1024,4096,2560,71.039,69.632,71.614,
mixed,2,1,0.5,4.0,16,2048,2048,8192,5120,74.784,81.599,76.864,0.3052
mixed,2,1,0.5,4.0,16,2048,4096,16384,10240,85.823,105.601,88.576,0.1392
mixed,2,1,0.5,4.0,16,4096,128,512,320,69.823,68.512,69.507,
mixed,2,1,0.5,4.0,16,4096,256,1024,640,69.407,68.289,68.832,
mixed,2,1,0.5,4.0,16,4096,512,2048,1280,71.521,71.933,71.551,0.0728
mixed,2,1,0.5,4.0,16,4096,1024,4096,2560,77.184,75.871,77.214,
mixed,2,1,0.5,4.0,16,4096,2048,8192,5120,80.543,90.142,80.159,-0.04
mixed,2,1,0.5,4.0,16,4096,4096,16384,10240,92.096,109.31,94.145,0.119
mixed,2,1,0.5,4.0,16,8192,128,512,320,77.887,76.192,77.632,
mixed,2,1,0.5,4.0,16,8192,256,1024,640,78.082,77.184,79.167,
mixed,2,1,0.5,4.0,16,8192,512,2048,1280,79.902,79.552,84.927,
mixed,2,1,0.5,4.0,16,8192,1024,4096,2560,83.231,82.816,81.118,
mixed,2,1,0.5,4.0,16,8192,2048,8192,5120,86.689,93.119,85.473,-0.1891
mixed,2,1,0.5,4.0,16,8192,4096,16384,10240,101.408,114.334,102.272,0.0668
mixed,2,1,0.5,4.0,32,0,128,512,320,47.137,52.48,51.968,0.9042
mixed,2,1,0.5,4.0,32,0,256,1024,640,52.288,54.048,55.008,1.5455
mixed,2,1,0.5,4.0,32,0,512,2048,1280,53.537,57.409,55.679,0.5532
mixed,2,1,0.5,4.0,32,0,1024,4096,2560,58.304,62.75,61.888,0.8061
mixed,2,1,0.5,4.0,32,0,2048,8192,5120,66.721,76.703,72.832,0.6122
mixed,2,1,0.5,4.0,32,0,4096,16384,10240,84.287,102.751,94.559,0.5563
mixed,2,1,0.5,4.0,32,512,128,512,320,60.897,61.119,63.136,10.0856
mixed,2,1,0.5,4.0,32,512,256,1024,640,63.584,59.039,58.432,
mixed,2,1,0.5,4.0,32,512,512,2048,1280,63.232,65.824,64.031,0.3083
mixed,2,1,0.5,4.0,32,512,1024,4096,2560,67.008,73.408,62.432,-0.715
mixed,2,1,0.5,4.0,32,512,2048,8192,5120,70.335,78.59,74.144,0.4614
mixed,2,1,0.5,4.0,32,512,4096,16384,10240,85.822,103.648,95.328,0.5333
mixed,2,1,0.5,4.0,32,1024,128,512,320,62.912,62.432,62.049,
mixed,2,1,0.5,4.0,32,1024,256,1024,640,63.743,64.576,62.878,-1.0384
mixed,2,1,0.5,4.0,32,1024,512,2048,1280,64.8,67.871,64.673,-0.0414
mixed,2,1,0.5,4.0,32,1024,1024,4096,2560,72.257,74.527,66.305,-2.622
mixed,2,1,0.5,4.0,32,1024,2048,8192,5120,72.097,79.552,73.504,0.1887
mixed,2,1,0.5,4.0,32,1024,4096,16384,10240,87.103,104.862,96.159,0.5099
mixed,2,1,0.5,4.0,32,2048,128,512,320,67.425,67.105,67.905,
mixed,2,1,0.5,4.0,32,2048,256,1024,640,69.215,69.439,68.671,-2.4286
mixed,2,1,0.5,4.0,32,2048,512,2048,1280,71.008,72.575,70.112,-0.5718
mixed,2,1,0.5,4.0,32,2048,1024,4096,2560,72.48,75.616,76.959,1.4283
mixed,2,1,0.5,4.0,32,2048,2048,8192,5120,77.057,86.111,75.265,-0.1979
mixed,2,1,0.5,4.0,32,2048,4096,16384,10240,88.961,106.816,97.791,0.4945
mixed,2,1,0.5,4.0,32,4096,128,512,320,76.928,76.192,78.432,
