regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
pure,2,1,0.5,4.0,0,0,128,512,320,41.537,43.521,42.976,0.7253
pure,2,1,0.5,4.0,0,0,256,1024,640,45.408,46.271,47.551,2.4832
pure,2,1,0.5,4.0,0,0,512,2048,1280,47.84,47.169,47.424,
pure,2,1,0.5,4.0,0,0,1024,4096,2560,48.737,52.16,48.864,0.0371
pure,2,1,0.5,4.0,0,0,2048,8192,5120,53.568,60.352,56.704,0.4623
pure,2,1,0.5,4.0,0,0,4096,16384,10240,62.401,72.447,66.112,0.3694
mixed,2,1,0.5,4.0,16,0,128,512,320,47.712,50.433,54.142,2.3631
mixed,2,1,0.5,4.0,16,0,256,1024,640,50.718,53.055,52.575,0.7946
mixed,2,1,0.5,4.0,16,0,512,2048,1280,53.343,53.44,54.369,10.5773
mixed,2,1,0.5,4.0,16,0,1024,4096,2560,54.911,57.887,57.858,0.9903
mixed,2,1,0.5,4.0,16,0,2048,8192,5120,59.648,65.601,62.08,0.4085
mixed,2,1,0.5,4.0,16,0,4096,16384,10240,66.366,77.694,69.12,0.2431
mixed,2,1,0.5,4.0,16,512,128,512,320,58.016,59.2,56.385,-1.3775
mixed,2,1,0.5,4.0,16,512,256,1024,640,58.751,53.568,54.53,
mixed,2,1,0.5,4.0,16,512,512,2048,1280,54.624,53.922,54.559,
mixed,2,1,0.5,4.0,16,512,1024,4096,2560,54.913,64.8,56.96,0.207
mixed,2,1,0.5,4.0,16,512,2048,8192,5120,66.271,70.944,68.351,0.4451
mixed,2,1,0.5,4.0,16,512,4096,16384,10240,73.056,77.984,73.889,0.169
mixed,2,1,0.5,4.0,16,1024,128,512,320,60.961,61.119,59.937,-6.481
mixed,2,1,0.5,4.0,16,1024,256,1024,640,60.928,61.184,60.928,0.0
mixed,2,1,0.5,4.0,16,1024,512,2048,1280,55.424,54.655,54.464,
mixed,2,1,0.5,4.0,16,1024,1024,4096,2560,56.287,67.134,57.984,0.1564
mixed,2,1,0.5,4.0,16,1024,2048,8192,5120,68.671,73.152,70.624,0.4358
mixed,2,1,0.5,4.0,16,1024,4096,16384,10240,76.225,81.632,78.593,0.438
mixed,2,1,0.5,4.0,16,2048,128,512,320,63.327,62.206,63.648,
mixed,2,1,0.5,4.0,16,2048,256,1024,640,63.295,64.192,61.472,-2.0323
mixed,2,1,0.5,4.0,16,2048,512,2048,1280,64.353,63.394,63.682,
mixed,2,1,0.5,4.0,16,2048,1024,4096,2560,58.975,66.625,59.327,0.046
mixed,2,1,0.5,4.0,16,2048,2048,8192,5120,69.472,72.095,70.688,0.4636
mixed,2,1,0.5,4.0,16,2048,4096,16384,10240,77.953,83.488,76.833,-0.2023
mixed,2,1,0.5,4.0,16,4096,128,512,320,67.905,67.134,67.392,
mixed,2,1,0.5,4.0,16,4096,256,1024,640,67.425,67.295,67.49,
mixed,2,1,0.5,4.0,16,4096,512,2048,1280,67.775,67.456,68.416,
mixed,2,1,0.5,4.0,16,4096,1024,4096,2560,68.48,68.895,68.096,-0.9253
mixed,2,1,0.5,4.0,16,4096,2048,8192,5120,72.8,74.496,75.647,1.6787
mixed,2,1,0.5,4.0,16,4096,4096,16384,10240,76.32,85.471,80.543,0.4615
mixed,2,1,0.5,4.0,16,8192,128,512,320,73.087,72.67,72.257,
mixed,2,1,0.5,4.0,16,8192,256,1024,640,72.288,72.482,72.129,-0.8196
mixed,2,1,0.5,4.0,16,8192,512,2048,1280,72.096,71.615,71.776,
mixed,2,1,0.5,4.0,16,8192,1024,4096,2560,74.911,73.599,75.072,
mixed,2,1,0.5,4.0,16,8192,2048,8192,5120,73.12,78.114,73.92,0.1602
mixed,2,1,0.5,4.0,16,8192,4096,16384,10240,79.68,90.208,79.873,0.0183
mixed,2,1,0.5,4.0,32,0,128,512,320,48.64,51.392,51.198,0.9295
mixed,2,1,0.5,4.0,32,0,256,1024,640,50.594,52.8,52.35,0.796
mixed,2,1,0.5,4.0,32,0,512,2048,1280,52.93,53.887,54.144,1.2685
mixed,2,1,0.5,4.0,32,0,1024,4096,2560,54.431,58.402,56.832,0.6046
mixed,2,1,0.5,4.0,32,0,2048,8192,5120,60.543,65.152,62.881,0.5073
mixed,2,1,0.5,4.0,32,0,4096,16384,10240,66.464,78.719,74.048,0.6188
mixed,2,1,0.5,4.0,32,512,128,512,320,57.504,56.801,58.942,
mixed,2,1,0.5,4.0,32,512,256,1024,640,58.879,55.328,55.04,
mixed,2,1,0.5,4.0,32,512,512,2048,1280,55.521,55.232,56.032,
mixed,2,1,0.5,4.0,32,512,1024,4096,2560,56.321,66.561,57.408,0.1062
mixed,2,1,0.5,4.0,32,512,2048,8192,5120,67.521,70.912,63.584,-1.161
mixed,2,1,0.5,4.0,32,512,4096,16384,10240,73.056,77.438,74.752,0.387
