pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
0,n<=128,sr<=15%,kvB<=16k,kp=0,0.201,4
0,n<=128,sr<=15%,kvB<=1k,kp=0,0.6194,4
0,n<=128,sr<=15%,kvB<=32k,kp=0,0.1852,2
0,n<=128,sr<=15%,kvB<=4k,kp=0,0.2604,4
0,n<=128,sr<=40%,kvB<=16k,kp=0,0.1833,2
0,n<=128,sr<=40%,kvB<=1k,kp=0,0.6191,2
0,n<=128,sr<=40%,kvB<=32k,kp=0,0.1687,1
0,n<=128,sr<=40%,kvB<=4k,kp=0,0.2599,2
0,n<=128,sr<=5%,kvB<=16k,kp=0,0.1844,8
0,n<=128,sr<=5%,kvB<=1k,kp=0,0.3744,8
0,n<=128,sr<=5%,kvB<=32k,kp=0,0.1752,4
0,n<=128,sr<=5%,kvB<=4k,kp=0,0.2103,8
0,n<=128,sr<=70%,kvB<=16k,kp=0,0.2469,2
0,n<=128,sr<=70%,kvB<=1k,kp=0,0.9278,2
0,n<=128,sr<=70%,kvB<=32k,kp=0,0.2119,1
0,n<=128,sr<=70%,kvB<=4k,kp=0,0.4213,2
0,n<=128,sr>70%,kvB<=16k,kp=0,0.5983,4
0,n<=128,sr>70%,kvB<=1k,kp=0,2.2597,4
0,n<=128,sr>70%,kvB<=32k,kp=0,0.4773,2
0,n<=128,sr>70%,kvB<=4k,kp=0,1.0087,4
0,n<=16,sr<=15%,kvB<=16k,kp=0,0.03,4
0,n<=16,sr<=15%,kvB<=1k,kp=0,0.5708,4
0,n<=16,sr<=15%,kvB<=32k,kp=0,0.0248,2
0,n<=16,sr<=15%,kvB<=4k,kp=0,0.0933,4
0,n<=16,sr<=40%,kvB<=16k,kp=0,0.0838,4
0,n<=16,sr<=40%,kvB<=1k,kp=0,0.5937,4
0,n<=16,sr<=40%,kvB<=32k,kp=0,0.0118,2
0,n<=16,sr<=40%,kvB<=4k,kp=0,0.3015,4
0,n<=16,sr<=70%,kvB<=16k,kp=0,0.0323,2
0,n<=16,sr<=70%,kvB<=1k,kp=0,0.1306,2
0,n<=16,sr<=70%,kvB<=32k,kp=0,-0.033,1
0,n<=16,sr<=70%,kvB<=4k,kp=0,0.057,2
0,n<=16,sr>70%,kvB<=16k,kp=0,-0.051,4
0,n<=16,sr>70%,kvB<=1k,kp=0,0.4808,1
